"","t","i","a","s","open","completed","carried"
"100",9,3,0.964797785377433,"C_999",821808,127884,851793
"101",10,3,0.948979567905288,"C_999",809267,120308,852776
"102",11,3,0.982459762563934,"C_999",628116,96769,639330
"103",12,3,0.941642076496592,"C_999",837988,112526,889922
"104",13,3,0.97426969941821,"C_999",842830,123898,865089
"105",14,3,0.959367651239114,"C_999",742493,112210,773940
"106",15,3,0.963608654569473,"C_999",840313,121130,872048
"107",16,3,0.972893128907739,"C_999",834502,108826,857753
"108",17,3,0.948509722166995,"C_999",834883,120993,880205
"109",18,3,0.956252199342321,"C_999",788057,129442,824110
"110",19,3,0.962763729529588,"C_999",747044,113894,775937
"111",20,3,0.959372119763102,"C_999",841047,98390,876664
"112",21,3,0.968872351130925,"C_999",828008,130853,854610
"113",22,3,0.94203325264961,"C_999",825467,117192,876261
"114",23,3,0.97124123583765,"C_999",615326,105994,633546
"115",24,3,0.937474755089205,"C_999",833221,103304,888793
"116",25,3,0.953765493125355,"C_999",833530,121479,873936
"117",26,3,0.941056740397126,"C_999",831753,128298,883850
"118",27,3,0.963096904336195,"C_999",714250,118709,741618
"119",28,3,0.963293336048224,"C_999",813717,105473,844724
"120",29,3,0.950325258065398,"C_999",834454,130370,878072
"121",0,4,NA,"C_999",515262,62914,NA
"122",1,4,0.941832389599183,"C_999",702914,90882,746326
"123",2,4,0.954906991489715,"C_999",713856,101364,747566
"124",3,4,0.955702023526335,"C_999",643219,90872,673033
"125",4,4,0.97281041676998,"C_999",686595,83297,705785
"126",5,4,0.943092047711328,"C_999",706143,91526,748753
"127",6,4,0.941450126009225,"C_999",715375,101017,759865
"128",7,4,0.948459624872204,"C_999",680939,105845,717942
"129",8,4,0.962927804220423,"C_999",654269,74504,679458
"130",9,4,0.95271366561079,"C_999",701686,100426,736513
"131",10,4,0.939059154046825,"C_999",683220,94250,727558
"132",11,4,0.94806919287493,"C_999",681858,90060,719207
"133",12,4,0.952288611334456,"C_999",523494,78394,549722
"134",13,4,0.9330345992801,"C_999",698577,89273,748715
"135",14,4,0.949547954142977,"C_999",713139,91800,751030
"136",15,4,0.967876661691688,"C_999",627096,94584,647909
"137",16,4,0.958509376621451,"C_999",724150,84817,755496
"138",17,4,0.936415895416908,"C_999",691663,95874,738628
"139",18,4,0.953645094438867,"C_999",694390,106740,728143
"140",19,4,0.957200011554682,"C_999",662727,95697,692360
"141",20,4,0.953444976503745,"C_999",640736,75022,672022
"142",21,4,0.957592585086404,"C_999",708743,100917,740130
"143",22,4,0.930831805527263,"C_999",685418,91658,736350
"144",23,4,0.933356341295732,"C_999",681520,95285,730182
"145",24,4,0.953216515086965,"C_999",514613,75456,539870
"146",25,4,0.930835465610605,"C_999",697381,84022,749199
"147",26,4,0.923517323567816,"C_999",680394,96788,736742
"148",27,4,0.927619386540015,"C_999",677728,101143,730610
"149",28,4,0.997989201557859,"C_999",636772,76195,638055
"150",29,4,0.934618931623812,"C_999",666845,100223,713494
"151",0,5,NA,"C_999",539015,62265,NA
"152",1,5,0.950852999027533,"C_999",432176,60748,454514
"153",2,5,0.91855961311765,"C_999",578180,73472,629442
"154",3,5,0.928318702486051,"C_999",596636,71150,642706
"155",4,5,0.953788693063339,"C_999",547510,69182,574037
"156",5,5,0.931686370914266,"C_999",576071,68285,618310
"157",6,5,0.922884552442508,"C_999",580858,76749,629394
"158",7,5,0.928639089119028,"C_999",585272,85128,630247
"159",8,5,0.947251798840209,"C_999",586095,62207,618732
"160",9,5,0.942890430820215,"C_999",546273,74909,579360
"161",10,5,0.922249445582731,"C_999",579299,73549,628137
"162",11,5,0.938144329896907,"C_999",574574,70762,612458
"163",12,5,0.930968915615881,"C_999",565990,73900,607958
"164",13,5,0.972696837383664,"C_999",448885,62009,461485
"165",14,5,0.933338625682713,"C_999",587854,68737,629840
"166",15,5,0.937283739067847,"C_999",595118,78200,634939
"167",16,5,0.962441972466079,"C_999",542568,63355,563741
"168",17,5,0.924926201222357,"C_999",600648,74749,649401
"169",18,5,0.933821744635348,"C_999",569381,81931,609732
"170",19,5,0.923635306838809,"C_999",568891,78464,615926
"171",20,5,0.936534014036163,"C_999",562074,62563,600164
"172",21,5,0.949018206651835,"C_999",539179,72592,568144
"173",22,5,0.91874031473291,"C_999",585165,71822,636921
"174",23,5,0.928020312561509,"C_999",565788,75746,609672
"175",24,5,0.920508050066049,"C_999",563049,69848,611672
"176",25,5,0.945111763774819,"C_999",429920,59725,454888
"177",26,5,0.90761909778925,"C_999",568568,70942,626439
"178",27,5,0.933407612263982,"C_999",562968,77262,603132
"179",28,5,0.882554745241356,"C_999",539977,65894,611834
"180",29,5,0.95940781411549,"C_999",540988,72895,563877
"181",0,6,NA,"C_999",480143,51959,NA
"182",1,6,0.946339126634619,"C_999",450412,63063,475952
"183",2,6,0.972493728916184,"C_999",371019,50663,381513
"184",3,6,0.941788113734851,"C_999",489646,58269,519911
"185",4,6,0.96668347627705,"C_999",519487,59245,537391
"186",5,6,0.956572654410619,"C_999",466421,59914,487596
"187",6,6,0.943017077724893,"C_999",483830,63005,513066
"188",7,6,0.946068155369479,"C_999",482894,70436,510422
"189",8,6,0.958986202827086,"C_999",510313,53134,532138
"190",9,6,0.949546180018797,"C_999",492014,67938,518157
"191",10,6,0.941791369624495,"C_999",458675,59249,487024
"192",11,6,0.953068807286518,"C_999",495571,59325,519974
"193",12,6,0.950852518498411,"C_999",486904,62503,512071
"194",13,6,0.956935404103251,"C_999",479861,64534,501456
"195",14,6,0.967946462657854,"C_999",387921,48118,400767
"196",15,6,0.953903798900188,"C_999",499237,64492,523362
"197",16,6,0.963613802905464,"C_999",517980,57579,537539
"198",17,6,0.948245539533622,"C_999",457757,59827,482741
"199",18,6,0.954398658451567,"C_999",506528,69918,530730
"200",19,6,0.949431447386636,"C_999",480099,63711,505670
"201",20,6,0.95355755256415,"C_999",490120,54900,513991
"202",21,6,0.957857214985358,"C_999",474283,66924,495150
"203",22,6,0.931355202704805,"C_999",449011,57074,482105
"204",23,6,0.944504846461488,"C_999",491696,64579,520586
"205",24,6,0.950819866873102,"C_999",480242,60706,505082
"206",25,6,0.948986444621221,"C_999",474795,62731,500318
"207",26,6,0.948664943556648,"C_999",357493,53082,376838
"208",27,6,0.929270750632077,"C_999",469357,63487,505081
"209",28,6,0.957385440123884,"C_999",485943,55395,507573
"210",29,6,0.902137092334923,"C_999",426101,67653,472324
"211",0,7,NA,"C_999",407246,40950,NA
"212",1,7,0.964325926203356,"C_999",411961,52942,427201
"213",2,7,0.953888066899293,"C_999",377795,54354,396058
"214",3,7,0.985462825379446,"C_999",327625,38561,332458
"215",4,7,0.96418097034784,"C_999",425737,48093,441553
"216",5,7,0.961789491787772,"C_999",447386,54327,465160
"217",6,7,0.957304116379889,"C_999",392398,56522,409899
"218",7,7,0.960034009611003,"C_999",408746,58068,425762
"219",8,7,0.970817107276058,"C_999",424549,45583,437311
"220",9,7,0.96527453673454,"C_999",434333,60355,449958
"221",10,7,0.952011506080021,"C_999",416347,54680,437334
"222",11,7,0.969008083152137,"C_999",397522,48439,410236
"223",12,7,0.951836562591386,"C_999",419877,54448,441123
"224",13,7,0.974163670145405,"C_999",421544,54180,432724
"225",14,7,0.948416323421872,"C_999",405944,51838,428023
"226",15,7,1,"C_999",370120,45721,342200
"227",16,7,0.964071471039764,"C_999",434561,48481,450756
"228",17,7,0.946136044516095,"C_999",436638,56484,461496
"229",18,7,0.971402909109054,"C_999",389348,56947,400810
"230",19,7,0.95145271536416,"C_999",426502,58264,448264
"231",20,7,0.996748744147624,"C_999",431962,46728,433371
"232",21,7,0.964758800461147,"C_999",416743,58154,431966
"233",22,7,0.943047473853161,"C_999",398364,51861,422422
"234",23,7,0.963703518217103,"C_999",384855,49661,399350
"235",24,7,0.946087219962605,"C_999",418461,49389,442307
"236",25,7,0.949228095095694,"C_999",406300,52210,428032
"237",26,7,0.934362116408162,"C_999",392533,54687,420108
"238",27,7,1,"C_999",328065,44950,312543
"239",28,7,0.94596268300408,"C_999",400216,46279,423078
"240",29,7,0.949552219272333,"C_999",406302,58055,427888
"241",0,8,NA,"C_999",298511,32520,NA
"242",1,8,0.953619116478671,"C_999",346878,43497,363749
"243",2,8,0.967990825587633,"C_999",353669,46597,365364
"244",3,8,0.93158092086468,"C_999",313041,41763,336032
"245",4,8,1,"C_999",320154,32539,295086
"246",5,8,0.962552724619346,"C_999",366722,44748,380989
"247",6,8,0.943388755929579,"C_999",374081,50857,396529
"248",7,8,0.96872187615804,"C_999",329379,52384,340014
"249",8,8,0.96849695131787,"C_999",360246,36782,371964
"250",9,8,1,"C_999",378230,51440,373109
"251",10,8,0.948134849909847,"C_999",364939,49431,384902
"252",11,8,0.957966065089157,"C_999",354845,45932,370415
"253",12,8,1,"C_999",354058,44441,353081
