"","t","i","a","s","open","completed","carried"
"496",27,13,0.924945865322007,"C_999",122165,23546,132078
"497",28,13,0.953993269309694,"C_999",116225,22060,121830
"498",29,13,0.925580136661931,"C_999",123129,23783,133029
"499",30,13,0.913702466713595,"C_999",122014,31955,133538
"500",31,13,0.915540594566069,"C_999",114503,31497,125066
"501",32,13,1,"C_999",80418,21385,79913
"502",33,13,0.912480979885993,"C_999",120536,26943,132097
"503",34,13,0.903838794194707,"C_999",122810,29422,135876
"504",35,13,0.885137793841176,"C_999",121471,28782,137234
"505",0,14,NA,"C_999",40878,12510,NA
"506",1,14,0.788388593868535,"C_999",17667,3942,22409
"507",2,14,0.932802006634841,"C_999",23057,3956,24718
"508",3,14,0.930766623354613,"C_999",32951,4763,35402
"509",4,14,0.946821980248164,"C_999",41129,5829,43439
"510",5,14,0.963468841705507,"C_999",44651,7612,46344
"511",6,14,0.938996288413165,"C_999",53381,8476,56849
"512",7,14,0.921567922969137,"C_999",51300,10471,55666
"513",8,14,0.939283587169233,"C_999",55197,7675,58765
"514",9,14,1,"C_999",44019,7754,43632
"515",10,14,0.90025360798409,"C_999",49342,7379,54809
"516",11,14,0.9680910003809,"C_999",55915,9070,57758
"517",12,14,0.93411866637786,"C_999",56063,7705,60017
"518",13,14,0.937096258838892,"C_999",67455,10442,71983
"519",14,14,0.949625235055751,"C_999",71710,11155,75514
"520",15,14,0.930696017820343,"C_999",78131,10938,83949
"521",16,14,0.939162429102288,"C_999",76831,11548,81808
"522",17,14,0.949699918039288,"C_999",71841,12222,75646
"523",18,14,0.874611247712396,"C_999",77899,12920,89067
"524",19,14,0.939281425385388,"C_999",76651,15894,81606
"525",20,14,0.946353999357533,"C_999",82488,11992,87164
"526",21,14,1,"C_999",60897,14373,59350
"527",22,14,0.901058687903883,"C_999",85196,14095,94551
"528",23,14,0.965408639966406,"C_999",91960,19101,95255
"529",24,14,0.944635427857101,"C_999",96725,15118,102394
"530",25,14,0.982545930252573,"C_999",85622,17513,87143
"531",26,14,0.959827542480345,"C_999",94615,20648,98575
"532",27,14,0.918435481244232,"C_999",101511,18827,110526
"533",28,14,0.961083849359349,"C_999",98711,19457,102708
"534",29,14,0.945651261386055,"C_999",90113,20933,95292
"535",30,14,0.927205122489919,"C_999",91517,24427,98702
"536",31,14,0.935064387187951,"C_999",88660,27197,94817
"537",32,14,0.92170279061444,"C_999",87559,19506,94997
"538",33,14,1,"C_999",59453,21339,59079
"539",34,14,0.871900784508743,"C_999",85911,22003,98533
"540",35,14,0.924036373231575,"C_999",91049,24276,98534
"541",0,15,NA,"C_999",90646,13909,NA
"542",1,15,1,"C_999",29546,11504,29374
"543",2,15,1,"C_999",14922,3156,14511
"544",3,15,0.971625956081915,"C_999",19690,2792,20265
"545",4,15,0.941444789836464,"C_999",27863,3355,29596
"546",5,15,0.962462210278804,"C_999",34383,5405,35724
"547",6,15,0.973181665068795,"C_999",37558,6058,38593
"548",7,15,0.932535864240728,"C_999",42643,7653,45728
"549",8,15,0.967018352690841,"C_999",43628,6184,45116
"550",9,15,0.986752887995982,"C_999",47151,7413,47784
"551",10,15,0.942546874582074,"C_999",35239,6632,37387
"552",11,15,0.943886097152429,"C_999",40572,6358,42984
"553",12,15,0.939824178464866,"C_999",46932,5978,49937
"554",13,15,0.950628085744641,"C_999",45633,8060,48003
"555",14,15,0.960266121464003,"C_999",57301,7783,59672
"556",15,15,0.949723853080344,"C_999",60014,8519,63191
"557",16,15,0.955159624754563,"C_999",65672,9376,68755
"558",17,15,0.954451874671275,"C_999",63514,10286,66545
"559",18,15,0.887954726554242,"C_999",54603,10348,61493
"560",19,15,0.93059436021924,"C_999",60953,12400,65499
"561",20,15,0.970641678304876,"C_999",64636,10060,66591
"562",21,15,1,"C_999",68313,14568,67920
"563",22,15,0.967129351895906,"C_999",46752,12556,48341
"564",23,15,0.954966535790636,"C_999",68346,13627,71569
"565",24,15,0.950205416920268,"C_999",74937,13096,78864
"566",25,15,0.952560449812158,"C_999",75559,17403,79322
"567",26,15,0.987893949850472,"C_999",68710,16070,69552
"568",27,15,0.94041988323689,"C_999",72970,17022,77593
"569",28,15,0.940460401667298,"C_999",79420,17063,84448
"570",29,15,0.932599638590503,"C_999",74317,19023,79688
"571",30,15,0.941273254723108,"C_999",65218,20826,69287
"572",31,15,0.91005268584827,"C_999",64429,20720,70797
"573",32,15,0.937119592038164,"C_999",68361,15712,72948
"574",33,15,0.91987801497089,"C_999",59724,22633,64926
"575",34,15,0.946798527394788,"C_999",39348,17894,41559
"576",35,15,0.895829952944994,"C_999",60731,18118,67793
"577",0,16,NA,"C_999",72266,9681,NA
"578",1,16,0.957444351786516,"C_999",74628,12701,77945
"579",2,16,0.953789458371721,"C_999",19670,8923,20623
"580",3,16,0.982534113060429,"C_999",12601,2097,12825
"581",4,16,0.959766201339235,"C_999",16913,2068,17622
"582",5,16,0.971510437986083,"C_999",23734,3433,24430
"583",6,16,0.96778585898841,"C_999",29141,4272,30111
"584",7,16,0.94426362896664,"C_999",30173,5604,31954
"585",8,16,0.975096596623088,"C_999",36845,4857,37786
"586",9,16,0.98266759106181,"C_999",36852,6126,37502
"587",10,16,0.909552151429408,"C_999",37288,6155,40996
"588",11,16,0.950163844893501,"C_999",27836,5943,29296
"589",12,16,0.927832777210931,"C_999",33646,4309,36263
"590",13,16,0.950233849751535,"C_999",39009,5880,41052
"591",14,16,0.988082862141535,"C_999",38969,6194,39439
"592",15,16,0.956874374030361,"C_999",48725,6380,50921
"593",16,16,0.967100714450334,"C_999",50355,7946,52068
"594",17,16,0.963912179859024,"C_999",54836,8783,56889
"595",18,16,0.890237603305785,"C_999",48258,9306,54208
"596",19,16,0.955770094297261,"C_999",42570,10063,44540
"597",20,16,0.961921892041867,"C_999",50271,8692,52261
"598",21,16,1,"C_999",53266,12668,51968
"599",22,16,0.93194317974868,"C_999",51173,13403,54910
"600",23,16,1,"C_999",35531,11558,35194
"601",24,16,0.916735894773278,"C_999",52969,10566,57780
"602",25,16,0.957136335198931,"C_999",56606,15796,59141
"603",26,16,0.926302972908986,"C_999",54776,16425,59134
"604",27,16,0.976150474799123,"C_999",53454,13950,54760
"605",28,16,0.955245411568409,"C_999",54961,15434,57536
"606",29,16,0.922861729690207,"C_999",58060,16507,62913
"607",30,16,0.923339861135838,"C_999",51864,18147,56170
"608",31,16,0.923453141584632,"C_999",44371,17169,48049
"609",32,16,0.933994673254333,"C_999",48394,12615,51814
"610",33,16,0.924390145232412,"C_999",45700,18923,49438
"611",34,16,0.865868467068195,"C_999",35653,18548,41176
"612",35,16,1,"C_999",25036,14431,24917
"613",0,17,NA,"C_999",39620,5728,NA
"614",1,17,0.956235525522667,"C_999",60283,9224,63042
"615",2,17,0.946218167996959,"C_999",59748,11484,63144
"616",3,17,0.98942731277533,"C_999",13476,6050,13620
"617",4,17,0.977360873094615,"C_999",10836,1514,11087
"618",5,17,0.972053219228455,"C_999",14539,1956,14957
"619",6,17,0.976263399693721,"C_999",20400,2838,20896
"620",7,17,0.930769842532209,"C_999",23407,3993,25148
"621",8,17,0.987699739873653,"C_999",26579,3263,26910
"622",9,17,0.984200193212627,"C_999",31582,4756,32089
"623",10,17,0.93576802507837,"C_999",29851,4952,31900
"624",11,17,0.943703190886777,"C_999",29989,5510,31778
"625",12,17,0.943457924582971,"C_999",22793,3677,24159
"626",13,17,0.942009998276159,"C_999",27323,4641,29005
"627",14,17,0.981617647058823,"C_999",33375,5009,34000
"628",15,17,0.95917401337199,"C_999",32422,5167,33802
"629",16,17,0.957825768148166,"C_999",40494,6448,42277
"630",17,17,0.95720233526388,"C_999",41153,7362,42993
"631",18,17,0.868421052631579,"C_999",40623,8058,46778
"632",19,17,0.932160032743272,"C_999",36440,9166,39092
"633",20,17,0.964180692861344,"C_999",34428,6863,35707
"634",21,17,1,"C_999",38236,12892,37379
"635",22,17,0.917051601906973,"C_999",37125,12783,40483
"636",23,17,0.950538533932866,"C_999",36360,12921,38252
"637",24,17,0.950187073582276,"C_999",25904,8269,27262
"638",25,17,0.903400213288361,"C_999",36426,12648,40321
"639",26,17,0.937587331159758,"C_999",38247,15813,40793
"640",27,17,0.878835717809571,"C_999",35628,14236,40540
"641",28,17,0.992565690050212,"C_999",40721,12428,41026
"642",29,17,0.941280650552521,"C_999",37735,14872,40089
"643",30,17,0.910860220133214,"C_999",38564,15722,42338
"644",31,17,0.92028097688475,"C_999",33801,15135,36729
"645",32,17,0.935098482402325,"C_999",31856,10304,34067
"646",33,17,0.943873166395022,"C_999",31851,14649,33745
"647",34,17,0.841544864969509,"C_999",26082,14707,30993
"648",35,17,0.853976650857351,"C_999",18726,13725,21928
"649",0,18,NA,"C_999",37865,5203,NA
"650",1,18,0.994261034197136,"C_999",33610,5816,33804
"651",2,18,0.951812838270384,"C_999",49065,8734,51549
"652",3,18,0.926022508921219,"C_999",47229,8746,51002
"653",4,18,1,"C_999",10191,3939,9537
"654",5,18,0.996188055908513,"C_999",9408,1392,9444
"655",6,18,0.978690549722051,"C_999",12676,1587,12952
"656",7,18,0.941109916841093,"C_999",16636,2723,17677
"657",8,18,0.999423935480774,"C_999",20819,2576,20831
"658",9,18,0.997364896971791,"C_999",23088,3430,23149
"659",10,18,0.931776988327412,"C_999",25704,3996,27586
"660",11,18,0.958886679920477,"C_999",24116,4701,25150
"661",12,18,0.946253071253071,"C_999",24648,3941,26048
"662",13,18,0.958444896647746,"C_999",17898,4119,18674
"663",14,18,0.965231150836077,"C_999",22570,3940,23383
"664",15,18,0.946239900559354,"C_999",27405,4413,28962
"665",16,18,0.971667952816669,"C_999",26442,5209,27213
"666",17,18,0.946076435344075,"C_999",32528,6112,34382
"667",18,18,0.879916098584164,"C_999",30204,6827,34326
"668",19,18,0.915937654016757,"C_999",29735,8159,32464
"669",20,18,0.958966666666667,"C_999",28769,6440,30000
"670",21,18,0.988123415046492,"C_999",23379,10768,23660
"671",22,18,0.862277944017272,"C_999",22765,11835,26401
"672",23,18,0.948980004039588,"C_999",23492,12370,24755
"673",24,18,0.895162808206286,"C_999",23780,9795,26565
"674",25,18,1,"C_999",15792,10316,15588
"675",26,18,0.859818505780467,"C_999",20750,12293,24133
"676",27,18,0.883956536870191,"C_999",22860,12386,25861
"677",28,18,0.939354894128763,"C_999",21871,12345,23283
"678",29,18,0.882930042293559,"C_999",25469,11875,28846
"679",30,18,0.915695818704117,"C_999",22951,12671,25064
"680",31,18,0.885500437932956,"C_999",22242,13446,25118
"681",32,18,0.91302920905809,"C_999",22256,9425,24376
"682",33,18,0.841928741554465,"C_999",17321,11283,20573
"683",34,18,0.790921862132442,"C_999",16327,11208,20643
"684",35,18,0.841865079365079,"C_999",12729,10962,15120
"685",0,19,NA,"C_999",27319,3805,NA
"686",1,19,0.96441970600898,"C_999",31361,5347,32518
"687",2,19,1,"C_999",28916,5224,28386
"688",3,19,0.950222847759794,"C_999",40508,6435,42630
"689",4,19,0.905315372270583,"C_999",37232,6103,41126
"690",5,19,1,"C_999",7850,3332,6859
"691",6,19,0.986754162109612,"C_999",8120,1179,8229
"692",7,19,0.982155929721816,"C_999",10733,1748,10928
"693",8,19,1,"C_999",14841,1898,14738
"694",9,19,0.998274422488171,"C_999",17934,2854,17965
"695",10,19,0.942585918066907,"C_999",18568,3389,19699
"696",11,19,0.953777405390309,"C_999",20490,4221,21483
"697",12,19,0.956496293406165,"C_999",19612,3612,20504
"698",13,19,0.949070650298279,"C_999",19250,4365,20283
"699",14,19,0.99793757734085,"C_999",14516,3352,14546
"700",15,19,0.939943402159103,"C_999",17936,3488,19082
"701",16,19,0.953710538885753,"C_999",21963,4376,23029
"702",17,19,0.991252541491323,"C_999",20964,5293,21149
"703",18,19,0.856036633036745,"C_999",22994,5667,26861
"704",19,19,0.949826172797116,"C_999",22130,6905,23299
"705",20,19,0.984516346194303,"C_999",23399,5968,23767
"706",21,19,0.974271102441082,"C_999",18479,9802,18967
"707",22,19,0.80592787066464,"C_999",11665,8905,14474
"708",23,19,0.906967246589888,"C_999",11104,10522,12243
"709",24,19,0.842753623188406,"C_999",12793,8312,15180
"710",25,19,0.800760167236792,"C_999",10534,10625,13155
"711",26,19,0.868217054263566,"C_999",7168,7536,8256
"712",27,19,0.737296110414053,"C_999",9402,7998,12752
"713",28,19,0.851171402122054,"C_999",11953,8817,14043
"714",29,19,0.891044160132068,"C_999",10795,9756,12115
"715",30,19,0.815581854043392,"C_999",13232,9245,16224
"716",31,19,0.863114415530772,"C_999",10448,10846,12105
"717",32,19,0.868018594623728,"C_999",12884,7399,14843
"718",33,19,0.887285986049461,"C_999",11194,9640,12616
"719",34,19,0.782258918175082,"C_999",7390,7874,9447
"720",35,19,0.713001383125864,"C_999",6186,7651,8676
"721",0,20,NA,"C_999",20076,2696,NA
"722",1,20,0.974928823354438,"C_999",22943,3786,23533
"723",2,20,0.924788455726806,"C_999",24481,4889,26472
"724",3,20,1,"C_999",26737,3823,25093
"725",4,20,0.931877216992989,"C_999",33364,4705,35803
"726",5,20,0.896860277610902,"C_999",28365,5605,31627
"727",6,20,1,"C_999",6177,2559,5291
"728",7,20,0.890053107506818,"C_999",6201,1153,6967
"729",8,20,1,"C_999",9620,1142,9591
"730",9,20,0.995404626528546,"C_999",12780,2002,12839
"731",10,20,0.920181700194679,"C_999",14180,2524,15410
"732",11,20,0.963198546115402,"C_999",14840,3161,15407
"733",12,20,0.949684813753582,"C_999",16572,3040,17450
"734",13,20,0.95208203853325,"C_999",15319,3522,16090
"735",14,20,0.951325178389399,"C_999",14932,3554,15696
"736",15,20,1,"C_999",11888,2704,11812
"737",16,20,0.949409208203178,"C_999",13981,3210,14726
"738",17,20,0.928482516691185,"C_999",16410,4289,17674
"739",18,20,0.852036825320416,"C_999",14160,4345,16619
"740",19,20,0.926714490674319,"C_999",16148,5569,17425
"741",20,20,0.959595382329409,"C_999",16791,4632,17498
"742",21,20,0.97992700729927,"C_999",14499,8603,14796
"743",22,20,0.85047680770299,"C_999",9186,7678,10801
"744",23,20,0.650618672665917,"C_999",2892,7220,4445
"745",24,20,0.594199178644764,"C_999",4630,3312,7792
"746",25,20,0.591972420586063,"C_999",4808,4671,8122
"747",26,20,0.528488269536073,"C_999",2996,4865,5669
"748",27,20,0.504498849131617,"C_999",2411,2389,4779
"749",28,20,0.590887442451183,"C_999",3722,3103,6299
"750",29,20,0.550445103857567,"C_999",4452,3865,8088
"751",30,20,0.654760125541773,"C_999",4381,4104,6691
"752",31,20,0.555970994788126,"C_999",4907,4406,8826
"753",32,20,0.676088720584258,"C_999",4999,3054,7394
"754",33,20,0.674293405114401,"C_999",5511,4711,8173
"755",34,20,0.58339381622877,"C_999",4019,4305,6889
"756",35,20,0.428192898781134,"C_999",1616,3616,3774
"757",0,21,NA,"C_999",13476,1755,NA
"758",1,21,0.977646247557752,"C_999",17013,2674,17402
"759",2,21,0.9760103626943,"C_999",18837,3643,19300
"760",3,21,0.851576640945032,"C_999",17878,3487,20994
"761",4,21,0.97165991902834,"C_999",23280,2778,23959
"762",5,21,0.967932957024622,"C_999",27951,4487,28877
"763",6,21,0.918371660466689,"C_999",21725,4709,23656
"764",7,21,1,"C_999",4948,2149,4028
"765",8,21,1,"C_999",5447,805,5396
"766",9,21,0.98454588682834,"C_999",8282,1208,8412
"767",10,21,0.922079116835327,"C_999",10023,1910,10870
"768",11,21,0.950173913043478,"C_999",10927,2680,11500
"769",12,21,0.941752943965858,"C_999",11916,2187,12653
"770",13,21,0.959236053446063,"C_999",12707,3325,13247
"771",14,21,0.962863861185437,"C_999",11875,2986,12333
"772",15,21,0.884835895305359,"C_999",10649,2897,12035
"773",16,21,1,"C_999",9556,2571,9317
"774",17,21,0.939204126750184,"C_999",10196,3125,10856
"775",18,21,0.82187572010139,"C_999",10700,3391,13019
"776",19,21,0.946452999804573,"C_999",9686,3926,10234
"777",20,21,0.947472042841392,"C_999",12031,3450,12698
"778",21,21,0.998592342342342,"C_999",10641,6135,10656
"779",22,21,0.808872901678657,"C_999",6746,6159,8340
"780",23,21,0.625891074992871,"C_999",2195,5679,3507
"781",24,21,0.998164014687883,"C_999",1631,1258,1634
"782",25,21,0.771067894916411,"C_999",2260,1699,2931
"783",26,21,0.691522762951334,"C_999",1762,2260,2548
"784",27,21,0.887700534759358,"C_999",1494,1313,1683
"785",28,21,1,"C_999",1507,977,1434
"786",29,21,0.817958179581796,"C_999",1995,1283,2439
"787",30,21,0.822517031193976,"C_999",2294,1663,2789
"788",31,21,0.866477272727273,"C_999",2135,1917,2464
"789",32,21,0.846930193439865,"C_999",3021,1340,3567
"790",33,21,0.923974658219406,"C_999",2771,2000,2999
"791",34,21,0.680188124632569,"C_999",2314,2109,3402
"792",35,21,0.581305309734513,"C_999",1051,2211,1808
"793",0,22,NA,"C_999",8778,1245,NA
"794",1,22,0.971499913897021,"C_999",11283,1862,11614
"795",2,22,0.960743370223429,"C_999",13803,2646,14367
"796",3,22,0.975506651746861,"C_999",15692,2751,16086
"797",4,22,0.955128622598502,"C_999",14666,2523,15355
"798",5,22,1,"C_999",20734,2789,20491
"799",6,22,0.974404088643123,"C_999",23260,4080,23871
"800",7,22,0.917423133235725,"C_999",15665,4650,17075
"801",8,22,1,"C_999",3752,1576,3372
"802",9,22,1,"C_999",4783,841,4606
"803",10,22,0.886331544761367,"C_999",6277,1200,7082
"804",11,22,0.946307868894274,"C_999",7420,2182,7841
"805",12,22,0.948080763257156,"C_999",8546,1913,9014
"806",13,22,0.984960813386994,"C_999",9300,2474,9442
"807",14,22,0.944837340876945,"C_999",9352,2809,9898
"808",15,22,0.951774244498263,"C_999",9039,2378,9497
"809",16,22,0.869820269595607,"C_999",6969,2637,8012
"810",17,22,0.949000689179876,"C_999",6885,2301,7255
"811",18,22,0.843518878941222,"C_999",6501,2489,7707
"812",19,22,0.88764800861141,"C_999",6597,3268,7432
"813",20,22,1,"C_999",7512,2193,7493
"814",21,22,0.962585490143489,"C_999",7178,4574,7457
"815",22,22,0.746585971446307,"C_999",4811,4197,6444
"816",23,22,0.661381653454134,"C_999",1752,4097,2649
"817",24,22,1,"C_999",1250,1085,1110
"818",25,22,1,"C_999",1001,813,818
"819",26,22,0.799833887043189,"C_999",963,1056,1204
"820",27,22,0.964250248262165,"C_999",971,755,1007
"821",28,22,1,"C_999",793,721,773
"822",29,22,0.997870074547391,"C_999",937,568,939
"823",30,22,1,"C_999",1163,835,1160
"824",31,22,0.968824940047962,"C_999",1212,1043,1251
"825",32,22,1,"C_999",1423,739,1396
"826",33,22,0.960401267159451,"C_999",1819,1127,1894
"827",34,22,0.728172293364377,"C_999",1251,1053,1718
"828",35,22,0.668273866923819,"C_999",693,1277,1037
"829",0,23,NA,"C_999",6780,1041,NA
"830",1,23,1,"C_999",7332,1492,7286
"831",2,23,0.982822215196543,"C_999",9326,1794,9489
"832",3,23,0.97320819112628,"C_999",11406,2083,11720
"833",4,23,0.981115566897557,"C_999",13456,1977,13715
"834",5,23,0.934998767359684,"C_999",11378,2497,12169
"835",6,23,0.953520352035203,"C_999",17335,2554,18180
"836",7,23,0.941458583120471,"C_999",18060,4077,19183
"837",8,23,0.873515831134565,"C_999",10594,3537,12128
"838",9,23,1,"C_999",3362,1045,2707
"839",10,23,0.92806663301363,"C_999",3677,821,3962
"840",11,23,0.924204355108878,"C_999",4414,1501,4776
"841",12,23,0.888431170614487,"C_999",5176,1594,5826
"842",13,23,0.936025848142165,"C_999",5794,2356,6190
"843",14,23,0.920441988950276,"C_999",6664,2060,7240
"844",15,23,0.935814082169041,"C_999",6765,2123,7229
"845",16,23,0.940909777844945,"C_999",6226,2422,6617
"846",17,23,0.938852097130243,"C_999",4253,2439,4530
"847",18,23,0.826826439891767,"C_999",4278,1711,5174
"848",19,23,0.932261768082664,"C_999",4060,2146,4355
"849",20,23,0.882329236348982,"C_999",4379,1634,4963
"850",21,23,0.911508189746862,"C_999",4285,2811,4701
"851",22,23,0.763768455589407,"C_999",3259,2911,4267
"852",23,23,0.61814556331007,"C_999",1240,2805,2006
"853",24,23,1,"C_999",931,868,884
"854",25,23,1,"C_999",574,734,516
"855",26,23,1,"C_999",465,591,410
"856",27,23,1,"C_999",581,444,519
"857",28,23,1,"C_999",637,498,473
"858",29,23,1,"C_999",475,399,394
"859",30,23,1,"C_999",640,374,563
"860",31,23,1,"C_999",633,595,568
"861",32,23,1,"C_999",850,463,749
"862",33,23,1,"C_999",866,652,771
"863",34,23,0.644289450741064,"C_999",739,672,1147
"864",35,23,0.6996336996337,"C_999",382,705,546
"865",0,24,NA,"C_999",4485,752,NA
"866",1,24,0.976883712722781,"C_999",5536,1113,5667
"867",2,24,0.986361340292979,"C_999",5858,1393,5939
"868",3,24,0.989516230895541,"C_999",7834,1409,7917
"869",4,24,0.969426104621635,"C_999",9544,1561,9845
"870",5,24,0.984876300375907,"C_999",11266,2017,11439
"871",6,24,0.981459394990784,"C_999",9052,2155,9223
"872",7,24,0.899442480282839,"C_999",13229,2627,14708
"873",8,24,0.970143338397516,"C_999",14687,2921,15139
"874",9,24,0.975861133713046,"C_999",7196,3220,7374
"875",10,24,1,"C_999",2395,1080,2282
"876",11,24,0.939139941690962,"C_999",2577,933,2744
"877",12,24,0.83489187609585,"C_999",2857,992,3422
"878",13,24,0.892723612309462,"C_999",3104,1699,3477
"879",14,24,0.975114762019812,"C_999",4036,1655,4139
"880",15,24,0.905144694533762,"C_999",4504,1688,4976
"881",16,24,0.953488372093023,"C_999",4305,2250,4515
"882",17,24,0.875707547169811,"C_999",3713,1986,4240
"883",18,24,0.870175438596491,"C_999",2232,1688,2565
"884",19,24,0.839392869749382,"C_999",2378,1445,2833
"885",20,24,0.970588235294118,"C_999",2805,1170,2890
"886",21,24,0.99660441426146,"C_999",2348,2023,2356
"887",22,24,0.717958706661473,"C_999",1843,1718,2567
"888",23,24,0.651649235720032,"C_999",810,2016,1243
"889",24,24,1,"C_999",677,589,651
"890",25,24,1,"C_999",459,541,390
"891",26,24,1,"C_999",278,401,173
"892",27,24,1,"C_999",251,290,175
"893",28,24,1,"C_999",354,294,287
"894",29,24,1,"C_999",423,335,302
"895",30,24,1,"C_999",292,317,158
"896",31,24,1,"C_999",406,288,352
"897",32,24,1,"C_999",471,321,312
"898",33,24,1,"C_999",572,430,420
"899",34,24,0.687872763419483,"C_999",346,363,503
"900",35,24,0.724770642201835,"C_999",237,412,327
"901",0,25,NA,"C_999",2619,418,NA
"902",1,25,0.957772499340195,"C_999",3629,696,3789
"903",2,25,0.986601161232693,"C_999",4418,1058,4478
"904",3,25,1,"C_999",4817,1053,4805
"905",4,25,0.963171128531282,"C_999",6512,1073,6761
"906",5,25,0.997076395068006,"C_999",7844,1677,7867
"907",6,25,0.976522842639594,"C_999",9234,1810,9456
"908",7,25,1,"C_999",6954,2188,6864
"909",8,25,0.965306664306576,"C_999",10907,1930,11299
"910",9,25,0.947030775899437,"C_999",10924,3152,11535
"911",10,25,1,"C_999",4716,3191,4005
"912",11,25,1,"C_999",1702,1076,1319
"913",12,25,0.898348813209494,"C_999",1741,639,1938
"914",13,25,0.822757111597374,"C_999",1504,1029,1828
"915",14,25,0.874868559411146,"C_999",1664,1202,1902
"916",15,25,0.860793287566743,"C_999",2257,1414,2622
"917",16,25,0.887686567164179,"C_999",2379,1824,2680
"918",17,25,0.892622634221707,"C_999",2311,1716,2589
"919",18,25,0.823672674135412,"C_999",1691,1660,2053
"920",19,25,1,"C_999",971,1262,970
"921",20,25,0.838888888888889,"C_999",1359,758,1620
"922",21,25,0.987101154107264,"C_999",1454,1332,1473
"923",22,25,0.761295822676897,"C_999",893,1175,1173
"924",23,25,0.632311977715877,"C_999",454,1125,718
"925",24,25,1,"C_999",388,481,329
"926",25,25,1,"C_999",301,390,287
"927",26,25,1,"C_999",174,341,118
"928",27,25,1,"C_999",141,208,70
"929",28,25,1,"C_999",132,198,53
"930",29,25,1,"C_999",217,187,167
"931",30,25,1,"C_999",260,281,142
"932",31,25,1,"C_999",193,262,30
"933",32,25,1,"C_999",304,178,228
"934",33,25,1,"C_999",336,298,173
"935",34,25,0.604719764011799,"C_999",205,233,339
"936",35,25,1,"C_999",135,253,93
"937",0,26,NA,"C_999",3063,1223,NA
"938",1,26,1,"C_999",4628,1761,3921
"939",2,26,1,"C_999",6602,2257,6000
"940",3,26,1,"C_999",8986,2468,8552
"941",4,26,1,"C_999",11113,2762,11041
"942",5,26,1,"C_999",14369,3788,13837
"943",6,26,1,"C_999",18219,4604,17609
"944",7,26,0.983542617960426,"C_999",20678,6429,21024
"945",8,26,1,"C_999",22340,5796,21836
"946",9,26,1,"C_999",26983,8719,24528
"947",10,26,0.90872581234027,"C_999",24890,10517,27390
"948",11,26,1,"C_999",17586,12027,17579
"949",12,26,1,"C_999",13259,6097,13191
"950",13,26,1,"C_999",8505,7214,7786
"951",14,26,1,"C_999",4256,6132,3877
"952",15,26,1,"C_999",3364,4471,1449
"953",16,26,1,"C_999",3106,3506,2115
"954",17,26,1,"C_999",2712,3474,2011
"955",18,26,1,"C_999",2153,3170,1853
"956",19,26,1,"C_999",1589,2994,850
"957",20,26,1,"C_999",1418,2157,403
"958",21,26,1,"C_999",1400,2815,-38
"959",22,26,1,"C_999",1258,2641,213
"960",23,26,1,"C_999",616,2714,-563
"961",24,26,1,"C_999",641,1689,-619
"962",25,26,1,"C_999",599,1838,-809
"963",26,26,1,"C_999",398,1687,-787
"964",27,26,1,"C_999",343,1722,-1150
"965",28,26,1,"C_999",325,1690,-1206
"966",29,26,1,"C_999",315,1356,-899
"967",30,26,1,"C_999",285,1348,-816
"968",31,26,1,"C_999",347,1211,-666
"969",32,26,1,"C_999",404,1129,-589
"970",33,26,1,"C_999",521,1919,-1211
"971",34,26,1,"C_999",361,1097,-240
"972",35,26,1,"C_999",340,1173,-607
"973",0,NA,NA,"C_999",0,0,NA
"974",1,NA,0,"C_999",0,0,1521120
"975",2,NA,0,"C_999",0,0,1680207
"976",3,NA,0,"C_999",0,0,1610221
"977",4,NA,0,"C_999",0,0,1473439
"978",5,NA,0,"C_999",0,0,1631108
"979",6,NA,0,"C_999",0,0,1592854
"980",7,NA,0,"C_999",0,0,1688637
"981",8,NA,0,"C_999",0,0,1432235
"982",9,NA,0,"C_999",0,0,1523308
"983",10,NA,0,"C_999",0,0,1557737
"984",11,NA,0,"C_999",0,0,1791705
"985",12,NA,0,"C_999",0,0,1500150
"986",13,NA,0,"C_999",0,0,1746223
"987",14,NA,0,"C_999",0,0,1609575
"988",15,NA,0,"C_999",0,0,1607262
"989",16,NA,0,"C_999",0,0,1654935
"990",17,NA,0,"C_999",0,0,1637005
"991",18,NA,0,"C_999",0,0,1665614
"992",19,NA,0,"C_999",0,0,1748249
"993",20,NA,0,"C_999",0,0,1406821
"994",21,NA,0,"C_999",0,0,1725748
"995",22,NA,0,"C_999",0,0,1651320
"996",23,NA,0,"C_999",0,0,1905006
"997",24,NA,0,"C_999",0,0,1525317
"998",25,NA,0,"C_999",0,0,1749897
"999",26,NA,0,"C_999",0,0,1839788
"1000",27,NA,0,"C_999",0,0,1757842
"1001",28,NA,0,"C_999",0,0,1735115
"1002",29,NA,0,"C_999",0,0,1715394
"1003",30,NA,0,"C_999",0,0,1784639
"1004",31,NA,0,"C_999",0,0,1800043
"1005",32,NA,0,"C_999",0,0,1454072
"1006",33,NA,0,"C_999",0,0,1814017
"1007",34,NA,0,"C_999",0,0,1751518
"1008",35,NA,0,"C_999",0,0,1679917
