"","t","s","date","activity_type","ideal_value","measure_type","baseline_value"
"344",43,"C_999",2027-10-01,"ord",54228.4260535592,"activity",53291.0317577935
"345",44,"C_999",2027-11-01,"first",1626973.34567111,"activity",1598201.20545237
"346",44,"C_999",2027-11-01,"fups",3652927.81927647,"activity",3588327.77422667
"347",44,"C_999",2027-11-01,"ncl",656641.823465261,"activity",645029.469354789
"348",44,"C_999",2027-11-01,"cl",3612422.2634531,"activity",3548538.5371647
"349",44,"C_999",2027-11-01,"proc",1010837.07802921,"activity",992960.973159553
"350",44,"C_999",2027-11-01,"non_proc",4269064.08691836,"activity",4193568.00651949
"351",44,"C_999",2027-11-01,"dc",242943.995643514,"activity",238647.662992119
"352",44,"C_999",2027-11-01,"ord",54362.1679815347,"activity",53400.8025578655
"353",45,"C_999",2027-12-01,"first",1630985.90085388,"activity",1601493.23826186
"354",45,"C_999",2027-12-01,"fups",3661936.92473756,"activity",3595719.14192411
"355",45,"C_999",2027-12-01,"ncl",658261.279345704,"activity",646358.124450883
"356",45,"C_999",2027-12-01,"cl",3621331.47128625,"activity",3555847.94554849
"357",45,"C_999",2027-12-01,"proc",1013330.07495948,"activity",995006.310186605
"358",45,"C_999",2027-12-01,"non_proc",4279592.75063196,"activity",4202206.06999937
"359",45,"C_999",2027-12-01,"dc",243543.161076333,"activity",239139.238104063
"360",45,"C_999",2027-12-01,"ord",54496.2397531844,"activity",53510.7994678129
"361",46,"C_999",2028-01-01,"first",1635008.35208021,"activity",1604792.05211994
"362",46,"C_999",2028-01-01,"fups",3670968.24908312,"activity",3603125.73462881
"363",46,"C_999",2028-01-01,"ncl",659884.729241232,"activity",647689.516358935
"364",46,"C_999",2028-01-01,"cl",3630262.65162938,"activity",3563172.41011677
"365",46,"C_999",2028-01-01,"proc",1015829.22029272,"activity",997055.86027305
"366",46,"C_999",2028-01-01,"non_proc",4290147.38087061,"activity",4210861.92647571
"367",46,"C_999",2028-01-01,"dc",244143.804212746,"activity",239631.825780253
"368",46,"C_999",2028-01-01,"ord",54630.6421819919,"activity",53621.022953385
"369",47,"C_999",2028-02-01,"first",1639040.72375641,"activity",1608097.66099446
"370",47,"C_999",2028-02-01,"fups",3680021.84711092,"activity",3610547.58370181
"371",47,"C_999",2028-02-01,"ncl",661512.183002165,"activity",649023.650716328
"372",47,"C_999",2028-02-01,"cl",3639215.85867262,"activity",3570511.96188284
"373",47,"C_999",2028-02-01,"proc",1018334.52919255,"activity",999109.6320971
"374",47,"C_999",2028-02-01,"non_proc",4300728.04167478,"activity",4219535.61259916
"375",47,"C_999",2028-02-01,"dc",244745.928697172,"activity",240125.428106403
"376",47,"C_999",2028-02-01,"ord",54765.3760834469,"activity",53731.4734812905
"377",48,"C_999",2028-03-01,"first",1643083.04034899,"activity",1611410.07888202
"378",48,"C_999",2028-03-01,"fups",3689097.77375387,"activity",3617984.72056871
"379",48,"C_999",2028-03-01,"ncl",663143.650503114,"activity",650360.533172059
"380",48,"C_999",2028-03-01,"cl",3648191.14673975,"activity",3577866.63192383
"381",48,"C_999",2028-03-01,"proc",1020846.01685999,"activity",1001167.63435484
"382",48,"C_999",2028-03-01,"non_proc",4311334.79724286,"activity",4228227.16509589
"383",48,"C_999",2028-03-01,"dc",245349.538183012,"activity",240620.047172529
"384",48,"C_999",2028-03-01,"ord",54900.4422750504,"activity",53842.1515191993
"385",49,"C_999",2028-04-01,"first",1647135.32638478,"activity",1614729.31980809
"386",49,"C_999",2028-04-01,"fups",3698196.08408035,"activity",3625437.17671987
"387",49,"C_999",2028-04-01,"ncl",664779.141643045,"activity",651700.169386761
"388",49,"C_999",2028-04-01,"cl",3657188.57028854,"activity",3585236.45138093
"389",49,"C_999",2028-04-01,"proc",1023363.69853355,"activity",1003229.87576028
"390",49,"C_999",2028-04-01,"non_proc",4321967.71193158,"activity",4236936.62076769
"391",49,"C_999",2028-04-01,"dc",245954.636332681,"activity",241115.685072946
"392",49,"C_999",2028-04-01,"ord",55035.8415763194,"activity",53953.0575357449
"393",50,"C_999",2028-05-01,"first",1651197.60645114,"activity",1618055.39782701
"394",50,"C_999",2028-05-01,"fups",3707316.83329457,"activity",3632904.98371052
"395",50,"C_999",2028-05-01,"ncl",666418.666345337,"activity",653042.565032727
"396",50,"C_999",2028-05-01,"cl",3666208.18391106,"activity",3592621.45145944
"397",50,"C_999",2028-05-01,"proc",1025887.58948932,"activity",1005296.36504536
"398",50,"C_999",2028-05-01,"non_proc",4332626.85025639,"activity",4245664.01649217
"399",50,"C_999",2028-05-01,"dc",246561.226817626,"activity",241612.343906287
"400",50,"C_999",2028-05-01,"ord",55171.5748087924,"activity",54064.192000526
"401",51,"C_999",2028-06-01,"first",1655269.90519603,"activity",1621388.32702207
"402",51,"C_999",2028-06-01,"fups",3716460.07673688,"activity",3640388.17316086
"403",51,"C_999",2028-06-01,"ncl",668062.234557843,"activity",654387.725793932
"404",51,"C_999",2028-06-01,"cl",3675250.04233401,"activity",3600021.66342897
"405",51,"C_999",2028-06-01,"proc",1028417.70504105,"activity",1007367.11096002
"406",51,"C_999",2028-06-01,"non_proc",4343312.27689185,"activity",4254409.38922291
"407",51,"C_999",2028-06-01,"dc",247169.313318349,"activity",242110.025775507
"408",51,"C_999",2028-06-01,"ord",55307.6427960337,"activity",54175.5553841084
"409",52,"C_999",2028-07-01,"first",1659352.24732822,"activity",1624728.12150557
"410",52,"C_999",2028-07-01,"fups",3725625.8698841,"activity",3647886.77675624
"411",52,"C_999",2028-07-01,"ncl",669709.856252951,"activity",655735.657366062
"412",52,"C_999",2028-07-01,"cl",3684314.20041907,"activity",3607437.11862352
"413",52,"C_999",2028-07-01,"proc",1030954.0605403,"activity",1009442.12227222
"414",52,"C_999",2028-07-01,"non_proc",4354024.05667203,"activity",4263172.77598959
"415",52,"C_999",2028-07-01,"dc",247778.899524427,"activity",242608.732787892
"416",52,"C_999",2028-07-01,"ord",55444.0463636389,"activity",54287.1481580275
"417",53,"C_999",2028-08-01,"first",1663444.65761741,"activity",1628074.79541888
"418",53,"C_999",2028-08-01,"fups",3734814.26834991,"activity",3655400.82624728
"419",53,"C_999",2028-08-01,"ncl",671361.541427641,"activity",657086.365456534
"420",53,"C_999",2028-08-01,"cl",3693400.71316324,"activity",3614867.84844164
"421",53,"C_999",2028-08-01,"proc",1033496.67137644,"activity",1011521.40776799
"422",53,"C_999",2028-08-01,"non_proc",4364762.25459088,"activity",4271954.21389818
"423",53,"C_999",2028-08-01,"dc",248389.989134539,"activity",243108.467055069
"424",53,"C_999",2028-08-01,"ord",55580.7863392398,"activity",54398.9707947897
"425",54,"C_999",2028-09-01,"first",1667547.16089439,"activity",1631428.3629325
"426",54,"C_999",2028-09-01,"fups",3744025.32788511,"activity",3662930.35345
"427",54,"C_999",2028-09-01,"ncl",673017.300103552,"activity",658439.855784521
"428",54,"C_999",2028-09-01,"cl",3702509.63569912,"activity",3622313.88434655
"429",54,"C_999",2028-09-01,"proc",1036045.55297684,"activity",1013604.97625143
"430",54,"C_999",2028-09-01,"non_proc",4375526.93580267,"activity",4280753.74013107
"431",54,"C_999",2028-09-01,"dc",249002.585856484,"activity",243609.230693015
"432",54,"C_999",2028-09-01,"ord",55717.8635525091,"activity",54511.0237678749
"433",55,"C_999",2028-10-01,"first",1671659.7820512,"activity",1634788.83824612
"434",55,"C_999",2028-10-01,"fups",3753259.10437801,"activity",3670475.39024594
"435",55,"C_999",2028-10-01,"ncl",674677.142327034,"activity",659796.134080976
"436",55,"C_999",2028-10-01,"cl",3711641.0232953,"activity",3629775.25786628
"437",55,"C_999",2028-10-01,"proc",1038600.72080687,"activity",1015692.83654481
"438",55,"C_999",2028-10-01,"non_proc",4386318.16562234,"activity",4289571.39194726
"439",55,"C_999",2028-10-01,"dc",249616.693407207,"activity",244111.025822065
"440",55,"C_999",2028-10-01,"ord",55855.278835166,"activity",54623.3075517382
"441",56,"C_999",2028-11-01,"first",1675782.54604125,"activity",1638156.23558867
"442",56,"C_999",2028-11-01,"fups",3762515.65385477,"activity",3678035.96858234
"443",56,"C_999",2028-11-01,"ncl",676341.07816922,"activity",661155.206088658
"444",56,"C_999",2028-11-01,"cl",3720794.9313567,"activity",3637252.00059381
"445",56,"C_999",2028-11-01,"proc",1041162.19037009,"activity",1017784.99748854
"446",56,"C_999",2028-11-01,"non_proc",4397136.00952592,"activity",4298407.20668247
"447",56,"C_999",2028-11-01,"dc",250232.31551282,"activity",244613.854566922
"448",56,"C_999",2028-11-01,"ord",55993.0330209808,"activity",54735.8226218121
"449",57,"C_999",2028-12-01,"first",1679915.4778795,"activity",1641530.56921841
"450",57,"C_999",2028-12-01,"fups",3771795.03247969,"activity",3685612.12047221
"451",57,"C_999",2028-12-01,"ncl",678009.117726076,"activity",662517.077562154
"452",57,"C_999",2028-12-01,"cl",3729971.41542485,"activity",3644744.14418719
"453",57,"C_999",2028-12-01,"proc",1043729.97720827,"activity",1019881.46794127
"454",57,"C_999",2028-12-01,"non_proc",4407980.53315092,"activity",4307261.22174935
"455",57,"C_999",2028-12-01,"dc",250849.455908623,"activity",245117.719056665
"456",57,"C_999",2028-12-01,"ord",56131.12694578,"activity",54848.5694545082
"457",58,"C_999",2029-01-01,"first",1684058.60264262,"activity",1644911.85342294
"458",58,"C_999",2029-01-01,"fups",3781097.29655562,"activity",3693203.87799453
"459",58,"C_999",2029-01-01,"ncl",679681.27111847,"activity",663881.754267907
"460",58,"C_999",2029-01-01,"cl",3739170.53117826,"activity",3652251.72036969
"461",58,"C_999",2029-01-01,"proc",1046304.0969015,"activity",1021982.25677987
"462",58,"C_999",2029-01-01,"non_proc",4418851.80229674,"activity",4316133.4746376
"463",58,"C_999",2029-01-01,"dc",251468.118339129,"activity",245622.621424759
"464",58,"C_999",2029-01-01,"ord",56269.5614474517,"activity",54961.5485272196
"465",59,"C_999",2029-02-01,"first",1688211.94546911,"activity",1648300.10251932
"466",59,"C_999",2029-02-01,"fups",3790422.50252425,"activity",3700811.27329435
"467",59,"C_999",2029-02-01,"ncl",681357.54849223,"activity",665249.241984235
"468",59,"C_999",2029-02-01,"cl",3748392.3344328,"activity",3659774.7609299
"469",59,"C_999",2029-02-01,"proc",1048884.56506833,"activity",1024087.37289953
"470",59,"C_999",2029-02-01,"non_proc",4429749.88292503,"activity",4325024.00291414
"471",59,"C_999",2029-02-01,"dc",252088.306558087,"activity",246128.563809063
"472",59,"C_999",2029-02-01,"ord",56408.3373659504,"activity",55074.7603183226
"473",60,"C_999",2029-03-01,"first",1692375.53155946,"activity",1651695.33085407
"474",60,"C_999",2029-03-01,"fups",3799770.70696649,"activity",3708434.33858292
"475",60,"C_999",2029-03-01,"ncl",683037.960018208,"activity",666619.54650136
"476",60,"C_999",2029-03-01,"cl",3757636.88114195,"activity",3667313.29772192
"477",60,"C_999",2029-03-01,"proc",1051471.39736579,"activity",1026196.82521371
"478",60,"C_999",2029-03-01,"non_proc",4440674.84116015,"activity",4333932.84422328
"479",60,"C_999",2029-03-01,"dc",252710.024328502,"activity",246635.548351841
"480",60,"C_999",2029-03-01,"ord",56547.4555433019,"activity",55188.2053071792
"481",61,"C_999",2029-04-01,"first",1696549.38617633,"activity",1655097.55280329
"482",61,"C_999",2029-04-01,"fups",3809141.96660276,"activity",3716073.10613786
"483",61,"C_999",2029-04-01,"ncl",684722.515892337,"activity",667992.673621429
"484",61,"C_999",2029-04-01,"cl",3766904.2273972,"activity",3674867.36266544
"485",61,"C_999",2029-04-01,"proc",1054064.60948956,"activity",1028310.62265428
"486",61,"C_999",2029-04-01,"non_proc",4451626.74328954,"activity",4342860.03628687
"487",61,"C_999",2029-04-01,"dc",253333.275422662,"activity",247143.577199769
"488",61,"C_999",2029-04-01,"ord",56686.9168236091,"activity",55301.8839741385
"489",62,"C_999",2029-05-01,"first",1700733.53464468,"activity",1658506.78277269
"490",62,"C_999",2029-05-01,"fups",3818536.33829341,"activity",3723727.60830327
"491",62,"C_999",2029-05-01,"ncl",686411.226335698,"activity",669368.629158544
"492",62,"C_999",2029-05-01,"cl",3776194.42942839,"activity",3682436.98774592
"493",62,"C_999",2029-05-01,"proc",1056664.217174,"activity",1030428.77417149
"494",62,"C_999",2029-05-01,"non_proc",4462605.65576409,"activity",4351805.61690447
"495",62,"C_999",2029-05-01,"dc",253958.063622156,"activity",247652.652503944
"496",62,"C_999",2029-05-01,"ord",56826.7220530562,"activity",55415.796800539
"497",63,"C_999",2029-06-01,"first",1704928.00235191,"activity",1661923.03519762
"498",63,"C_999",2029-06-01,"fups",3827953.87903899,"activity",3731397.87748987
"499",63,"C_999",2029-06-01,"ncl",688104.101594579,"activity",670747.41893878
"500",63,"C_999",2029-06-01,"cl",3785507.54360403,"activity",3690022.20501469
"501",63,"C_999",2029-06-01,"proc",1059270.23619229,"activity",1032551.28873402
"502",63,"C_999",2029-06-01,"non_proc",4473611.64519861,"activity",4360769.62395347
"503",63,"C_999",2029-06-01,"dc",254584.3927179,"activity",248162.776419894
"504",63,"C_999",2029-06-01,"ord",56966.8720799148,"activity",55529.944268711
"505",64,"C_999",2029-07-01,"first",1709132.81474807,"activity",1665346.32454321
"506",64,"C_999",2029-07-01,"fups",3837394.64598063,"activity",3739083.94617514
"507",64,"C_999",2029-07-01,"ncl",689801.15194054,"activity",672129.048800213
"508",64,"C_999",2029-07-01,"cl",3794843.62643165,"activity",3697623.04658911
"509",64,"C_999",2029-07-01,"proc",1061882.68235651,"activity",1034678.17532903
"510",64,"C_999",2029-07-01,"non_proc",4484644.77837219,"activity",4369752.09538932
"511",64,"C_999",2029-07-01,"dc",255212.26651016,"activity",248673.951107589
"512",64,"C_999",2029-07-01,"ord",57107.3677545482,"activity",55644.3268619781
"513",65,"C_999",2029-08-01,"first",1713347.99734593,"activity",1668776.66530435
"514",65,"C_999",2029-08-01,"fups",3846858.69640041,"activity",3746785.84690346
"515",65,"C_999",2029-08-01,"ncl",691502.387670471,"activity",673513.524592947
"516",65,"C_999",2029-08-01,"cl",3804202.73455814,"activity",3705239.54465268
"517",65,"C_999",2029-08-01,"proc",1064501.57151774,"activity",1036809.44296219
"518",65,"C_999",2029-08-01,"non_proc",4495705.12222861,"activity",4378753.06924563
"519",65,"C_999",2029-08-01,"dc",255841.688808575,"activity",249186.178731445
"520",65,"C_999",2029-08-01,"ord",57248.209929417,"activity",55758.9450646594
"521",66,"C_999",2029-09-01,"first",1717573.57572123,"activity",1672214.07200581
"522",66,"C_999",2029-09-01,"fups",3856346.08772167,"activity",3754503.61228624
"523",66,"C_999",2029-09-01,"ncl",693207.819106659,"activity",674900.852179133
"524",66,"C_999",2029-09-01,"cl",3813584.92477009,"activity",3712871.73145521
"525",66,"C_999",2029-09-01,"proc",1067126.91956614,"activity",1038945.10065771
"526",66,"C_999",2029-09-01,"non_proc",4506792.74387675,"activity",4387772.58363434
"527",66,"C_999",2029-09-01,"dc",256472.663432179,"activity",249699.46146034
"528",66,"C_999",2029-09-01,"ord",57389.3994590845,"activity",55873.7993620717
"529",67,"C_999",2029-10-01,"first",1721809.57551273,"activity",1675658.55920227
"530",67,"C_999",2029-10-01,"fups",3865856.87750936,"activity",3762237.27500209
"531",67,"C_999",2029-10-01,"ncl",694917.456596846,"activity",676291.037432999
"532",67,"C_999",2029-10-01,"cl",3822990.25399417,"activity",3720519.63931293
"533",67,"C_999",2029-10-01,"proc",1069758.74243108,"activity",1041085.15745842
"534",67,"C_999",2029-10-01,"non_proc",4517907.71059101,"activity",4396810.67674593
"535",67,"C_999",2029-10-01,"dc",257105.194209424,"activity",250213.801467616
"536",67,"C_999",2029-10-01,"ord",57530.9372002211,"activity",55988.8902405316
"537",68,"C_999",2029-11-01,"first",1726056.02242248,"activity",1679110.14147839
"538",68,"C_999",2029-11-01,"fups",3875391.12347041,"activity",3769986.86779689
"539",68,"C_999",2029-11-01,"ncl",696631.310514297,"activity",677684.086240873
"540",68,"C_999",2029-11-01,"cl",3832418.7792974,"activity",3728183.30060865
"541",68,"C_999",2029-11-01,"proc",1072397.0560812,"activity",1043229.62242575
"542",68,"C_999",2029-11-01,"non_proc",4529050.0898117,"activity",4405867.38684953
"543",68,"C_999",2029-11-01,"dc",257739.284978205,"activity",250729.200931094
"544",68,"C_999",2029-11-01,"ord",57672.8240116103,"activity",56104.2181873573
"545",69,"C_999",2029-12-01,"first",1730312.94221589,"activity",1682568.83344887
"546",69,"C_999",2029-12-01,"fups",3884948.88345408,"activity",3777752.42348401
"547",69,"C_999",2029-12-01,"ncl",698349.391257859,"activity",679080.004501207
"548",69,"C_999",2029-12-01,"cl",3841870.55788759,"activity",3735862.74779187
"549",69,"C_999",2029-12-01,"proc",1075041.87652452,"activity",1045378.5046398
"550",69,"C_999",2029-12-01,"non_proc",4540219.94914545,"activity",4414942.75229308
"551",69,"C_999",2029-12-01,"dc",258374.939585882,"activity",251245.662033081
"552",69,"C_999",2029-12-01,"ord",57815.0607541535,"activity",56219.7836908708
"553",70,"C_999",2030-01-01,"first",1734580.3607219,"activity",1686034.64975851
"554",70,"C_999",2030-01-01,"fups",3894530.21545229,"activity",3785533.97494439
"555",70,"C_999",2030-01-01,"ncl",700071.709252025,"activity",680478.798124604
"556",70,"C_999",2030-01-01,"cl",3851345.64711362,"activity",3743558.01337892
"557",70,"C_999",2030-01-01,"proc",1077693.21980855,"activity",1047531.81319937
"558",70,"C_999",2030-01-01,"non_proc",4551417.35636564,"activity",4424036.81150353
"559",70,"C_999",2030-01-01,"dc",259012.161889303,"activity",251763.186960377
"560",70,"C_999",2030-01-01,"ord",57957.6482908754,"activity",56335.5872404
"561",71,"C_999",2030-02-01,"first",1738858.30383318,"activity",1689507.6050823
"562",71,"C_999",2030-02-01,"fups",3904135.17759998,"activity",3793331.5551267
"563",71,"C_999",2030-02-01,"ncl",701798.274946998,"activity",681880.47303384
"564",71,"C_999",2030-02-01,"cl",3860844.10446579,"activity",3751269.12995314
"565",71,"C_999",2030-02-01,"proc",1080351.10202038,"activity",1049689.55722201
"566",71,"C_999",2030-02-01,"non_proc",4562642.37941279,"activity",4433149.60298698
"567",71,"C_999",2030-02-01,"dc",259650.95575483,"activity",252281.777904289
"568",71,"C_999",2030-02-01,"ord",58100.587486929,"activity",56451.6293262806
"569",72,"C_999",2030-03-01,"first",1743146.79750624,"activity",1692987.71412542
"570",72,"C_999",2030-03-01,"fups",3913763.82817549,"activity",3801145.19704749
"571",72,"C_999",2030-03-01,"ncl",703529.098818755,"activity",683285.035163893
"572",72,"C_999",2030-03-01,"cl",3870365.98757621,"activity",3758996.13016496
"573",72,"C_999",2030-03-01,"proc",1083015.53928677,"activity",1051851.74584405
"574",72,"C_999",2030-03-01,"non_proc",4573895.08639496,"activity",4442281.16532886
"575",72,"C_999",2030-03-01,"dc",260291.325058358,"activity",252801.437060637
"576",72,"C_999",2030-03-01,"ord",58243.8792096011,"activity",56567.9104398586
"577",73,"C_999",2030-04-01,"first",1747445.86776162,"activity",1696474.99162337
"578",73,"C_999",2030-04-01,"fups",3923416.22560085,"activity",3808974.9337913
"579",73,"C_999",2030-04-01,"ncl",705264.191369108,"activity",684692.490461964
"580",73,"C_999",2030-04-01,"cl",3879911.35421912,"activity",3766739.04673207
"581",73,"C_999",2030-04-01,"proc",1085686.54777425,"activity",1054018.38822064
"582",73,"C_999",2030-04-01,"non_proc",4585175.54558823,"activity",4451431.53719404
"583",73,"C_999",2030-04-01,"dc",260933.273685342,"activity",253322.166629763
"584",73,"C_999",2030-04-01,"ord",58387.5243283174,"activity",56684.4310734919
"585",74,"C_999",2030-05-01,"first",1751755.54068402,"activity",1699969.452342
"586",74,"C_999",2030-05-01,"fups",3933092.42844222,"activity",3816820.79851085
"587",74,"C_999",2030-05-01,"ncl",707003.563125769,"activity",686102.844887506
"588",74,"C_999",2030-05-01,"cl",3889480.26231125,"activity",3774497.91243957
"589",74,"C_999",2030-05-01,"proc",1088364.14368922,"activity",1056189.49352578
"590",74,"C_999",2030-05-01,"non_proc",4596483.82543702,"activity",4460600.75732707
"591",74,"C_999",2030-05-01,"dc",261576.80553082,"activity",253843.968816542
"592",74,"C_999",2030-05-01,"ord",58531.523714648,"activity",56801.1917205524
"593",75,"C_999",2030-06-01,"first",1756075.84242247,"activity",1703471.11107756
"594",75,"C_999",2030-06-01,"fups",3942792.49541016,"activity",3824682.82442711
"595",75,"C_999",2030-06-01,"ncl",708747.224642417,"activity",687516.104412248
"596",75,"C_999",2030-06-01,"cl",3899072.76991216,"activity",3782272.76014006
"597",75,"C_999",2030-06-01,"proc",1091048.34327806,"activity",1058365.07095237
"598",75,"C_999",2030-06-01,"non_proc",4607819.99455458,"activity",4469788.8645523
"599",75,"C_999",2030-06-01,"dc",262221.924499437,"activity",254366.845830391
"600",75,"C_999",2030-06-01,"ord",58675.8782423123,"activity",56918.1928754287
"601",76,"C_999",2030-07-01,"first",1760406.79919051,"activity",1706979.98265679
"602",76,"C_999",2030-07-01,"fups",3952516.48536005,"activity",3832561.04482951
"603",76,"C_999",2030-07-01,"ncl",710495.186498757,"activity",688932.275020217
"604",76,"C_999",2030-07-01,"cl",3908688.9352246,"activity",3790063.62275383
"605",76,"C_999",2030-07-01,"proc",1093739.16282721,"activity",1060545.12971225
"606",76,"C_999",2030-07-01,"non_proc",4619184.12172336,"activity",4478995.89777405
"607",76,"C_999",2030-07-01,"dc",262868.634505465,"activity",254890.799885278
"608",76,"C_999",2030-07-01,"ord",58820.5887871847,"activity",57035.4350335274
"609",77,"C_999",2030-08-01,"first",1764748.43726631,"activity",1710496.08193696
"610",77,"C_999",2030-08-01,"fups",3962264.45729243,"activity",3840455.49307604
"611",77,"C_999",2030-08-01,"ncl",712247.459300586,"activity",690351.362707769
"612",77,"C_999",2030-08-01,"cl",3918328.81659489,"activity",3797870.53326899
"613",77,"C_999",2030-08-01,"proc",1096436.61866327,"activity",1062729.67903624
"614",77,"C_999",2030-08-01,"non_proc",4630576.27589547,"activity",4488221.89597676
"615",77,"C_999",2030-08-01,"dc",263516.939472833,"activity",255415.833199731
"616",77,"C_999",2030-08-01,"ord",58965.6562272996,"activity",57152.9186912758
"617",78,"C_999",2030-09-01,"first",1769100.78299286,"activity",1714019.42380596
"618",78,"C_999",2030-09-01,"fups",3972036.47035332,"activity",3848366.20259339
"619",78,"C_999",2030-09-01,"ncl",714004.05367986,"activity",691773.37348361
"620",78,"C_999",2030-09-01,"cl",3927992.4725132,"activity",3805693.52474158
"621",78,"C_999",2030-09-01,"proc",1099140.72715313,"activity",1064918.72817416
"622",78,"C_999",2030-09-01,"non_proc",4641996.52619306,"activity",4497466.8982252
"623",78,"C_999",2030-09-01,"dc",264166.843335145,"activity",255941.947996848
"624",78,"C_999",2030-09-01,"ord",59111.081442857,"activity",57270.6443461234
"625",79,"C_999",2030-10-01,"first",1773463.86277812,"activity",1717550.02318233
"626",79,"C_999",2030-10-01,"fups",3981832.58383464,"activity",3856293.20687713
"627",79,"C_999",2030-10-01,"ncl",715764.980294752,"activity",693198.313368823
"628",79,"C_999",2030-10-01,"cl",3937679.961614,"activity",3813532.63029575
"629",79,"C_999",2030-10-01,"proc",1101851.50470401,"activity",1067112.28639488
"630",79,"C_999",2030-10-01,"non_proc",4653444.94190875,"activity",4506730.94366458
"631",79,"C_999",2030-10-01,"dc",264818.350035707,"activity",256469.146504306
"632",79,"C_999",2030-10-01,"ord",59256.8653162278,"activity",57388.6124965448
"633",80,"C_999",2030-11-01,"first",1777837.70309516,"activity",1721087.89501535
"634",80,"C_999",2030-11-01,"fups",3991652.85717453,"activity",3864236.53949181
"635",80,"C_999",2030-11-01,"ncl",717530.249829727,"activity",694626.188396894
"636",80,"C_999",2030-11-01,"cl",3947391.34267633,"activity",3821387.88312386
"637",80,"C_999",2030-11-01,"proc",1104568.96776363,"activity",1069310.36298639
"638",80,"C_999",2030-11-01,"non_proc",4664921.59250606,"activity",4516014.07152076
"639",80,"C_999",2030-11-01,"dc",265471.463527551,"activity",256997.430954371
"640",80,"C_999",2030-11-01,"ord",59403.0087319586,"activity",57506.8236420412
"641",81,"C_999",2030-12-01,"first",1782222.33048237,"activity",1724633.05428509
"642",81,"C_999",2030-12-01,"fups",4001497.34995771,"activity",3872196.2340711
"643",81,"C_999",2030-12-01,"ncl",719299.872995596,"activity",696057.004613737
"644",81,"C_999",2030-12-01,"cl",3957126.67462423,"activity",3829259.31648666
"645",81,"C_999",2030-12-01,"proc",1107293.13282025,"activity",1071512.96725579
"646",81,"C_999",2030-12-01,"non_proc",4676426.54761982,"activity",4525316.3211004
"647",81,"C_999",2030-12-01,"dc",266126.187773459,"activity",257526.803583908
"648",81,"C_999",2030-12-01,"ord",59549.5125767782,"activity",57625.2782831425
"649",82,"C_999",2031-01-01,"first",1786617.77154356,"activity",1728185.51600247
"650",82,"C_999",2031-01-01,"fups",4011366.12191586,"activity",3880172.32431799
"651",82,"C_999",2031-01-01,"ncl",721073.860529586,"activity",697490.768077718
"652",82,"C_999",2031-01-01,"cl",3966886.01652703,"activity",3837146.96371339
"653",82,"C_999",2031-01-01,"proc",1110024.01640281,"activity",1073720.10852935
"654",82,"C_999",2031-01-01,"non_proc",4687959.87705662,"activity",4534637.73179111
"655",82,"C_999",2031-01-01,"dc",266782.526745983,"activity",258057.266634386
"656",82,"C_999",2031-01-01,"ord",59696.3777396017,"activity",57743.9769214099
"657",83,"C_999",2031-02-01,"first",1791024.05294818,"activity",1731745.29520935
"658",83,"C_999",2031-02-01,"fups",4021259.23292799,"activity",3888164.84400486
"659",83,"C_999",2031-02-01,"ncl",722852.223195409,"activity",698927.484859685
"660",83,"C_999",2031-02-01,"cl",3976669.42759976,"activity",3845050.85820197
"661",83,"C_999",2031-02-01,"proc",1112761.63508099,"activity",1075931.79615256
"662",83,"C_999",2031-02-01,"non_proc",4699521.65079517,"activity",4543978.34306165
"663",83,"C_999",2031-02-01,"dc",267440.484427475,"activity",258588.822351896
"664",83,"C_999",2031-02-01,"ord",59843.6051115369,"activity",57862.9200594376
"665",84,"C_999",2031-03-01,"first",1795441.20143143,"activity",1735312.40697855
"666",84,"C_999",2031-03-01,"fups",4031176.74302075,"activity",3896173.82697367
"667",84,"C_999",2031-03-01,"ncl",724634.971783318,"activity",700367.161042989
"668",84,"C_999",2031-03-01,"cl",3986476.9672035,"activity",3852971.03341908
"669",84,"C_999",2031-03-01,"proc",1115506.00546537,"activity",1078148.03949015
"670",84,"C_999",2031-03-01,"non_proc",4711111.93898682,"activity",4553338.19446207
"671",84,"C_999",2031-03-01,"dc",268100.064810109,"activity",259121.472987153
"672",84,"C_999",2031-03-01,"ord",59991.1955858891,"activity",57982.108200855
"673",85,"C_999",2031-04-01,"first",1799869.24379447,"activity",1738886.86641396
"674",85,"C_999",2031-04-01,"fups",4041118.71236888,"activity",3904199.30713608
"675",85,"C_999",2031-04-01,"ncl",726422.117110182,"activity",701809.802723512
"676",85,"C_999",2031-04-01,"cl",3996308.6948457,"activity",3860907.52290037
"677",85,"C_999",2031-04-01,"proc",1118257.14420747,"activity",1080368.84792615
"678",85,"C_999",2031-04-01,"non_proc",4722730.81195588,"activity",4562717.32562388
"679",85,"C_999",2031-04-01,"dc",268761.271895903,"activity",259655.220795507
"680",85,"C_999",2031-04-01,"ord",60139.150058167,"activity",58101.5418503291
"681",86,"C_999",2031-05-01,"first",1804308.20690454,"activity",1742468.68865055
"682",86,"C_999",2031-05-01,"fups",4051085.20129549,"activity",3912241.31847362
"683",86,"C_999",2031-05-01,"ncl",728213.670019543,"activity",703255.416009693
"684",86,"C_999",2031-05-01,"cl",4006164.67018059,"activity",3868860.36025055
"685",86,"C_999",2031-05-01,"proc",1121015.0679999,"activity",1082594.23086392
"686",86,"C_999",2031-05-01,"non_proc",4734378.34020013,"activity",4572115.77626024
