"","t","s","date","activity_type","ideal_value","measure_type","baseline_value"
"687",86,"C_999",2031-05-01,"dc",269424.109696745,"activity",260190.068036955
"688",86,"C_999",2031-05-01,"ord",60287.4694260875,"activity",58221.2215135662
"689",87,"C_999",2031-06-01,"first",1808758.11769515,"activity",1746057.8888545
"690",87,"C_999",2031-06-01,"fups",4061076.27027247,"activity",3920299.89503779
"691",87,"C_999",2031-06-01,"ncl",730009.641381691,"activity",704704.007022553
"692",87,"C_999",2031-06-01,"cl",4016044.95300953,"activity",3876829.57914355
"693",87,"C_999",2031-06-01,"proc",1123779.7935764,"activity",1084824.19772618
"694",87,"C_999",2031-06-01,"non_proc",4746054.59439122,"activity",4581533.5861661
"695",87,"C_999",2031-06-01,"dc",270088.58223442,"activity",260726.016976151
"696",87,"C_999",2031-06-01,"ord",60436.1545895817,"activity",58341.1476973144
"697",88,"C_999",2031-07-01,"first",1813219.00316623,"activity",1749654.4822232
"698",88,"C_999",2031-07-01,"fups",4071091.97992086,"activity",3928375.07095025
"699",88,"C_999",2031-07-01,"ncl",731810.042093721,"activity",706155.581895722
"700",88,"C_999",2031-07-01,"cl",4025949.60328135,"activity",3884815.21332267
"701",88,"C_999",2031-07-01,"proc",1126551.33771202,"activity",1087058.75795506
"702",88,"C_999",2031-07-01,"non_proc",4757759.64537507,"activity",4590970.79521839
"703",88,"C_999",2031-07-01,"dc",270754.693540629,"activity",261263.06988241
"704",88,"C_999",2031-07-01,"ord",60585.2064508003,"activity",58461.3209093656
"705",89,"C_999",2031-08-01,"first",1817690.89038431,"activity",1753258.48398538
"706",89,"C_999",2031-08-01,"fups",4081132.39101121,"activity",3936466.88040293
"707",89,"C_999",2031-08-01,"ncl",733614.883079605,"activity",707610.146775463
"708",89,"C_999",2031-08-01,"cl",4035878.68109274,"activity",3892817.29660071
"709",89,"C_999",2031-08-01,"proc",1129329.71722317,"activity",1089297.92101214
"710",89,"C_999",2031-08-01,"non_proc",4769493.56417234,"activity",4600427.44337617
"711",89,"C_999",2031-08-01,"dc",271422.447657018,"activity",261801.229029724
"712",89,"C_999",2031-08-01,"ord",60734.6259141187,"activity",58581.7416585576
"713",90,"C_999",2031-09-01,"first",1822173.80648265,"activity",1756869.9094011
"714",90,"C_999",2031-09-01,"fups",4091197.56446393,"activity",3944575.35765822
"715",90,"C_999",2031-09-01,"ncl",735424.175290256,"activity",709067.707820699
"716",90,"C_999",2031-09-01,"cl",4045832.2466886,"activity",3900835.86286012
"717",90,"C_999",2031-09-01,"proc",1132114.94896772,"activity",1091541.69637851
"718",90,"C_999",2031-09-01,"non_proc",4781256.42197886,"activity",4609903.57068082
"719",90,"C_999",2031-09-01,"dc",272091.848635199,"activity",262340.496696769
"720",90,"C_999",2031-09-01,"ord",60884.4138861428,"activity",58702.4104547764
"721",91,"C_999",2031-10-01,"first",1826667.77866146,"activity",1760488.77376188
"722",91,"C_999",2031-10-01,"fups",4101287.56134969,"activity",3952700.53704906
"723",91,"C_999",2031-10-01,"ncl",737237.929703596,"activity",710528.271203043
"724",91,"C_999",2031-10-01,"cl",4055810.36046242,"activity",3908870.94605314
"725",91,"C_999",2031-10-01,"proc",1134907.04984514,"activity",1093790.09355475
"726",91,"C_999",2031-10-01,"non_proc",4793048.29016602,"activity",4619399.21725618
"727",91,"C_999",2031-10-01,"dc",272762.900536778,"activity",262880.875166913
"728",91,"C_999",2031-10-01,"ord",61034.5712757147,"activity",58823.3278089584
"729",92,"C_999",2031-11-01,"first",1831172.83418802,"activity",1764115.09239073
"730",92,"C_999",2031-11-01,"fups",4111402.44288977,"activity",3960842.4529791
"731",92,"C_999",2031-11-01,"ncl",739056.15732462,"activity",711991.843106815
"732",92,"C_999",2031-11-01,"cl",4065813.08295663,"activity",3916922.58020196
"733",92,"C_999",2031-11-01,"proc",1137706.03679654,"activity",1096043.12206105
"734",92,"C_999",2031-11-01,"non_proc",4804869.24028125,"activity",4628914.42330877
"735",92,"C_999",2031-11-01,"dc",273435.607433378,"activity",263422.36672823
"736",92,"C_999",2031-11-01,"ord",61185.0989939175,"activity",58944.4942330921
"737",93,"C_999",2031-12-01,"first",1835689.00039684,"activity",1767748.88064221
"738",93,"C_999",2031-12-01,"fups",4121542.27045644,"activity",3969001.13992287
"739",93,"C_999",2031-12-01,"ncl",740878.869185464,"activity",713458.429729079
"740",93,"C_999",2031-12-01,"cl",4075840.47486296,"activity",3924990.79939882
"741",93,"C_999",2031-12-01,"proc",1140511.92680486,"activity",1098300.79143719
"742",93,"C_999",2031-12-01,"non_proc",4816719.34404842,"activity",4638449.2291279
"743",93,"C_999",2031-12-01,"dc",274109.973406663,"activity",263964.973673505
"744",93,"C_999",2031-12-01,"ord",61335.9979540816,"activity",59065.910240221
"745",94,"C_999",2032-01-01,"first",1840216.30468987,"activity",1771390.15390253
"746",94,"C_999",2032-01-01,"fups",4131707.10557334,"activity",3977176.63242594
"747",94,"C_999",2032-01-01,"ncl",742706.076345475,"activity",714928.03727966
"748",94,"C_999",2032-01-01,"cl",4085892.59702284,"activity",3933075.63780622
"749",94,"C_999",2032-01-01,"proc",1143324.73689489,"activity",1100563.11124259
"750",94,"C_999",2032-01-01,"non_proc",4828598.67336832,"activity",4648003.67508588
"751",94,"C_999",2032-01-01,"dc",274786.002548362,"activity",264508.698300246
"752",94,"C_999",2032-01-01,"ord",61487.2690717898,"activity",59187.5763444451
"753",95,"C_999",2032-02-01,"first",1844754.77453663,"activity",1775038.92758958
"754",95,"C_999",2032-02-01,"fups",4141897.00991583,"activity",3985368.96510498
"755",95,"C_999",2032-02-01,"ncl",744537.789891272,"activity",716400.671981176
"756",95,"C_999",2032-02-01,"cl",4095969.51042776,"activity",3941177.12965701
"757",95,"C_999",2032-02-01,"proc",1146144.48413342,"activity",1102830.09105637
"758",95,"C_999",2032-02-01,"non_proc",4840507.30031903,"activity",4657577.80163819
"759",95,"C_999",2032-02-01,"dc",275463.6989603,"activity",265053.542910693
"760",95,"C_999",2032-02-01,"ord",61638.9132648831,"activity",59309.4930609234
"761",96,"C_999",2032-03-01,"first",1849304.43747438,"activity",1778695.21715301
"762",96,"C_999",2032-03-01,"fups",4152112.04531138,"activity",3993578.17264801
"763",96,"C_999",2032-03-01,"ncl",746374.020936818,"activity",717876.340069063
"764",96,"C_999",2032-03-01,"cl",4106071.27621961,"activity",3949295.30925455
"765",96,"C_999",2032-03-01,"proc",1148971.18562933,"activity",1105101.74047741
"766",96,"C_999",2032-03-01,"non_proc",4852445.29715643,"activity",4667171.64932362
"767",96,"C_999",2032-03-01,"dc",276143.066754412,"activity",265599.509811831
"768",96,"C_999",2032-03-01,"ord",61790.9314534659,"activity",59431.6609058763
"769",97,"C_999",2032-04-01,"first",1853865.32110831,"activity",1782359.0380743
"770",97,"C_999",2032-04-01,"fups",4162352.27373995,"activity",4001804.28981448
"771",97,"C_999",2032-04-01,"ncl",748214.780623488,"activity",719355.047791599
"772",97,"C_999",2032-04-01,"cl",4116197.95569107,"activity",3957430.21097288
"773",97,"C_999",2032-04-01,"proc",1151804.8585337,"activity",1107378.06912431
"774",97,"C_999",2032-04-01,"non_proc",4864412.73631456,"activity",4676785.25876447
"775",97,"C_999",2032-04-01,"dc",276824.11005278,"activity",266146.601315394
"776",97,"C_999",2032-04-01,"ord",61943.3245599121,"activity",59554.0803965872
"777",98,"C_999",2032-05-01,"first",1858437.45311168,"activity",1786030.40586681
"778",98,"C_999",2032-05-01,"fups",4172617.75733435,"activity",4010047.35143545
"779",98,"C_999",2032-05-01,"ncl",750060.08012013,"activity",720836.801409935
"780",98,"C_999",2032-05-01,"cl",4126349.61028601,"activity",3965581.86925681
"781",98,"C_999",2032-05-01,"proc",1154645.52003989,"activity",1109659.08663552
"782",98,"C_999",2032-05-01,"non_proc",4876409.69040614,"activity",4686418.67066674
"783",98,"C_999",2032-05-01,"dc",277506.832987648,"activity",266694.819737879
"784",98,"C_999",2032-05-01,"ord",62096.0935088702,"activity",59676.7520514052
"785",99,"C_999",2032-06-01,"first",1863020.86122601,"activity",1789709.33607586
"786",99,"C_999",2032-06-01,"fups",4182908.55838065,"activity",4018307.39241372
"787",99,"C_999",2032-06-01,"ncl",751909.930623142,"activity",722321.607198116
"788",99,"C_999",2032-06-01,"cl",4136526.30159982,"activity",3973750.31862213
"789",99,"C_999",2032-06-01,"proc",1157493.18738369,"activity",1111944.80266933
"790",99,"C_999",2032-06-01,"non_proc",4888436.23222296,"activity",4696071.92582025
"791",99,"C_999",2032-06-01,"dc",278191.239701453,"activity",267244.167400554
"792",99,"C_999",2032-06-01,"ord",62249.2392272692,"activity",59799.6763897471
"793",100,"C_999",2032-07-01,"first",1867615.57326122,"activity",1793395.84427878
"794",100,"C_999",2032-07-01,"fups",4193224.73931849,"activity",4026584.447724
"795",100,"C_999",2032-07-01,"ncl",753764.343356533,"activity",723809.471443114
"796",100,"C_999",2032-07-01,"cl",4146728.09137979,"activity",3981935.59365573
"797",100,"C_999",2032-07-01,"proc",1160347.87784339,"activity",1114235.22690393
"798",100,"C_999",2032-07-01,"non_proc",4900492.43473632,"activity",4705745.06509885
"799",100,"C_999",2032-07-01,"dc",278877.334346849,"activity",267794.64662947
"800",100,"C_999",2032-07-01,"ord",62402.7626443243,"activity",59922.8539320996
"801",101,"C_999",2032-08-01,"first",1872221.61709584,"activity",1797089.94608501
"802",101,"C_999",2032-08-01,"fups",4203566.36274155,"activity",4034878.552413
"803",101,"C_999",2032-08-01,"ncl",755623.329571994,"activity",725300.400444848
"804",101,"C_999",2032-08-01,"cl",4156955.04152552,"activity",3990137.72901572
"805",101,"C_999",2032-08-01,"proc",1163209.60873987,"activity",1116530.36903744
"806",101,"C_999",2032-08-01,"non_proc",4912578.37109752,"activity",4715438.12946057
"807",101,"C_999",2032-08-01,"dc",279565.121086729,"activity",268346.259755467
"808",101,"C_999",2032-08-01,"ord",62556.6646915423,"activity",60046.2852000214
"809",102,"C_999",2032-09-01,"first",1876839.02067713,"activity",1800791.65713613
"810",102,"C_999",2032-09-01,"fups",4213933.49139785,"activity",4043189.74159967
"811",102,"C_999",2032-09-01,"ncl",757486.900548965,"activity",726794.400516216
"812",102,"C_999",2032-09-01,"cl",4167207.21408926,"activity",3998356.75943162
"813",102,"C_999",2032-09-01,"proc",1166078.39743676,"activity",1118830.23878797
"814",102,"C_999",2032-09-01,"non_proc",4924694.11463823,"activity",4725151.15994783
"815",102,"C_999",2032-09-01,"dc",280254.604094255,"activity",268899.009114188
"816",102,"C_999",2032-09-01,"ord",62710.9463027272,"activity",60169.9707161458
"817",103,"C_999",2032-10-01,"first",1881467.81202131,"activity",1804500.99310593
"818",103,"C_999",2032-10-01,"fups",4224326.18819018,"activity",4051518.05047528
"819",103,"C_999",2032-10-01,"ncl",759355.067594704,"activity",728291.477983118
"820",103,"C_999",2032-10-01,"cl",4177484.6712763,"activity",4006592.71970446
"821",103,"C_999",2032-10-01,"proc",1168954.26134049,"activity",1121134.84589362
"822",103,"C_999",2032-10-01,"non_proc",4936839.738871,"activity",4734884.19768758
"823",103,"C_999",2032-10-01,"dc",280945.787552882,"activity",269452.897046086
"824",103,"C_999",2032-10-01,"ord",62865.6084139862,"activity",60293.9110041822
"825",104,"C_999",2032-11-01,"first",1886108.01921366,"activity",1808217.96970049
"826",104,"C_999",2032-11-01,"fups",4234744.51617647,"activity",4059863.51430357
"827",104,"C_999",2032-11-01,"ncl",761227.842044359,"activity",729791.639184485
"828",104,"C_999",2032-11-01,"cl",4187787.47544533,"activity",4014845.644707
"829",104,"C_999",2032-11-01,"proc",1171837.21790044,"activity",1123444.20011258
"830",104,"C_999",2032-11-01,"non_proc",4949015.31748969,"activity",4744637.28389148
"831",104,"C_999",2032-11-01,"dc",281638.67565638,"activity",270007.925896436
"832",104,"C_999",2032-11-01,"ord",63020.651963735,"activity",60418.1065889193
"833",105,"C_999",2032-12-01,"first",1890759.67040875,"activity",1811942.60265826
"834",105,"C_999",2032-12-01,"fups",4245188.53857014,"activity",4068226.16842094
"835",105,"C_999",2032-12-01,"ncl",763105.235261029,"activity",731294.890472305
"836",105,"C_999",2032-12-01,"cl",4198115.68910885,"activity",4023115.56938379
"837",105,"C_999",2032-12-01,"proc",1174727.28460901,"activity",1125758.31122311
"838",105,"C_999",2032-12-01,"non_proc",4961220.92436988,"activity",4754410.45985609
"839",105,"C_999",2032-12-01,"dc",282333.272608863,"activity",270564.098015342
"840",105,"C_999",2032-12-01,"ord",63176.0778927041,"activity",60542.5579962264
"841",106,"C_999",2033-01-01,"first",1895422.79383057,"activity",1815674.90775009
"842",106,"C_999",2033-01-01,"fups",4255658.31874055,"activity",4076606.04823658
"843",106,"C_999",2033-01-01,"ncl",764987.25863584,"activity",732801.23821165
"844",106,"C_999",2033-01-01,"cl",4208469.37493353,"activity",4031402.52875137
"845",106,"C_999",2033-01-01,"proc",1177624.47900174,"activity",1128077.18902365
"846",106,"C_999",2033-01-01,"non_proc",4973456.63356937,"activity",4764203.76696302
"847",106,"C_999",2033-01-01,"dc",283029.582624814,"activity",271121.415757751
"848",106,"C_999",2033-01-01,"ord",63331.8871439436,"activity",60667.2657530561
"849",107,"C_999",2033-02-01,"first",1900097.41777273,"activity",1819414.90077932
"850",107,"C_999",2033-02-01,"fups",4266153.92021331,"activity",4085003.1892326
"851",107,"C_999",2033-02-01,"ncl",766873.923588011,"activity",734310.688780705
"852",107,"C_999",2033-02-01,"cl",4218848.5957406,"activity",4039706.55789843
"853",107,"C_999",2033-02-01,"proc",1180528.81865743,"activity",1130400.84333278
"854",107,"C_999",2033-02-01,"non_proc",4985722.51932861,"activity",4774017.24667914
"855",107,"C_999",2033-02-01,"dc",283727.609929109,"activity",271679.88148346
"856",107,"C_999",2033-02-01,"ord",63488.0806628296,"activity",60792.2303874464
"857",108,"C_999",2033-03-01,"first",1904783.57059861,"activity",1823162.59758184
"858",108,"C_999",2033-03-01,"fups",4276675.40667073,"activity",4093417.6269642
"859",108,"C_999",2033-03-01,"ncl",768765.241564924,"activity",735823.248570788
"860",108,"C_999",2033-03-01,"cl",4229253.4145062,"activity",4048027.69198591
"861",108,"C_999",2033-03-01,"proc",1183440.32119821,"activity",1132729.28398934
"862",108,"C_999",2033-03-01,"non_proc",4998018.65607112,"activity",4783850.9405567
"863",108,"C_999",2033-03-01,"dc",284427.358757045,"activity",272239.497557127
"864",108,"C_999",2033-03-01,"ord",63644.6593970699,"activity",60917.4524285231
"865",109,"C_999",2033-04-01,"first",1909481.28074156,"activity",1826918.01402616
"866",109,"C_999",2033-04-01,"fups",4287222.84195215,"activity",4101849.39705984
"867",109,"C_999",2033-04-01,"ncl",770661.224042193,"activity",737338.923986388
"868",109,"C_999",2033-04-01,"cl",4239683.89436181,"activity",4056365.96624719
"869",109,"C_999",2033-04-01,"proc",1186359.00428971,"activity",1135062.52085241
"870",109,"C_999",2033-04-01,"non_proc",5010345.118404,"activity",4793704.89023358
"871",109,"C_999",2033-04-01,"dc",285128.833354364,"activity",272800.266348278
"872",109,"C_999",2033-04-01,"ord",63801.6242967095,"activity",61042.9324065018
"873",110,"C_999",2033-05-01,"first",1914190.57670503,"activity",1830681.16601348
"874",110,"C_999",2033-05-01,"fups",4297796.29005439,"activity",4110298.53522133
"875",110,"C_999",2033-05-01,"ncl",772561.882523735,"activity",738857.721445182
"876",110,"C_999",2033-05-01,"cl",4250140.0985946,"activity",4064721.41598822
"877",110,"C_999",2033-05-01,"proc",1189284.88564109,"activity",1137400.5638014
"878",110,"C_999",2033-05-01,"non_proc",5022701.98111833,"activity",4803579.1374334
"879",110,"C_999",2033-05-01,"dc",285832.037977278,"activity",273362.190231325
"880",110,"C_999",2033-05-01,"ord",63958.9763141363,"activity",61168.6708526903
"881",111,"C_999",2033-06-01,"first",1918911.48706279,"activity",1834452.06947775
"882",111,"C_999",2033-06-01,"fups",4308395.81513207,"activity",4118765.07722406
"883",111,"C_999",2033-06-01,"ncl",774467.228541837,"activity",740379.647378068
"884",111,"C_999",2033-06-01,"cl",4260622.09064781,"activity",4073094.07658768
"885",111,"C_999",2033-06-01,"proc",1192217.98300521,"activity",1139743.42273606
"886",111,"C_999",2033-06-01,"non_proc",5035089.31918965,"activity",4813473.72396575
"887",111,"C_999",2033-06-01,"dc",286536.976892497,"activity",273925.271585568
"888",111,"C_999",2033-06-01,"ord",64116.7164040874,"activity",61294.6682994907
"889",112,"C_999",2033-07-01,"first",1923644.04045906,"activity",1838230.74038575
"890",112,"C_999",2033-07-01,"fups",4319021.48149805,"activity",4127249.05891709
"891",112,"C_999",2033-07-01,"ncl",776377.27365723,"activity",741904.708229191
"892",112,"C_999",2033-07-01,"cl",4271129.93412119,"activity",4081483.98349712
"893",112,"C_999",2033-07-01,"proc",1195158.31417869,"activity",1142091.10757653
"894",112,"C_999",2033-07-01,"non_proc",5047507.20777842,"activity",4823388.69172631
"895",112,"C_999",2033-07-01,"dc",287243.654377254,"activity",274489.512795206
"896",112,"C_999",2033-07-01,"ord",64274.8455236542,"activity",61420.925280402
"897",113,"C_999",2033-08-01,"first",1928388.26560871,"activity",1842017.19473713
"898",113,"C_999",2033-08-01,"fups",4329673.3536238,"activity",4135750.51622332
"899",113,"C_999",2033-08-01,"ncl",778292.029459154,"activity",743432.910455968
"900",113,"C_999",2033-08-01,"cl",4281663.69277129,"activity",4089891.17224111
"901",113,"C_999",2033-08-01,"proc",1198105.89700206,"activity",1144443.62826338
"902",113,"C_999",2033-08-01,"non_proc",5059955.72223045,"activity",4833324.08269708
"903",113,"C_999",2033-08-01,"dc",287952.074719331,"activity",275054.916249353
"904",113,"C_999",2033-08-01,"ord",64433.3646322886,"activity",61547.4423300219
"905",114,"C_999",2033-09-01,"first",1933144.19129745,"activity",1845811.44856453
"906",114,"C_999",2033-09-01,"fups",4340351.49613979,"activity",4144269.48513966
"907",114,"C_999",2033-09-01,"ncl",780211.507565434,"activity",744964.26052912
"908",114,"C_999",2033-09-01,"cl",4292223.43051195,"activity",4098315.6784174
"909",114,"C_999",2033-09-01,"proc",1201060.74935986,"activity",1146800.99475767
"910",114,"C_999",2033-09-01,"non_proc",5072434.93807738,"activity",4843279.93894652
"911",114,"C_999",2033-09-01,"dc",288662.242217083,"activity",275621.484342042
"912",114,"C_999",2033-09-01,"ord",64592.2746918091,"activity",61674.2199840493
"913",115,"C_999",2033-10-01,"first",1937911.84638195,"activity",1849613.51793357
"914",115,"C_999",2033-10-01,"fups",4351055.97383589,"activity",4152806.00173715
"915",115,"C_999",2033-10-01,"ncl",782135.719622546,"activity",746498.764932695
"916",115,"C_999",2033-10-01,"cl",4302809.21141459,"activity",4106757.53769707
"917",115,"C_999",2033-10-01,"proc",1204022.88918071,"activity",1149163.21704096
"918",115,"C_999",2033-10-01,"non_proc",5084944.93103714,"activity",4853256.30262977
"919",115,"C_999",2033-10-01,"dc",289374.161179469,"activity",276189.219472238
"920",115,"C_999",2033-10-01,"ord",64751.5766664058,"activity",61801.2587792867
"921",116,"C_999",2033-11-01,"first",1942691.25979007,"activity",1853423.418943
"922",116,"C_999",2033-11-01,"fups",4361786.85166177,"activity",4161360.10216115
"923",116,"C_999",2033-11-01,"ncl",784064.67730569,"activity",748036.430164096
"924",116,"C_999",2033-11-01,"cl",4313421.09970869,"activity",4115216.78582467
"925",116,"C_999",2033-11-01,"proc",1206992.33443745,"activity",1151530.30511539
"926",116,"C_999",2033-11-01,"non_proc",5097485.77701438,"activity",4863253.21598876
"927",116,"C_999",2033-11-01,"dc",290087.835926071,"activity",276758.124043846
"928",116,"C_999",2033-11-01,"ord",64911.2715226472,"activity",61928.5592536422
"929",117,"C_999",2033-12-01,"first",1947482.46052101,"activity",1857241.16772472
"930",117,"C_999",2033-12-01,"fups",4372544.19472725,"activity",4169931.82263146
"931",117,"C_999",2033-12-01,"ncl",785998.39231886,"activity",749577.262734112
"932",117,"C_999",2033-12-01,"cl",4324059.15978212,"activity",4123693.45861838
"933",117,"C_999",2033-12-01,"proc",1209969.10314728,"activity",1153902.26900369
"934",117,"C_999",2033-12-01,"non_proc",5110057.55210098,"activity",4873270.72135249
"935",117,"C_999",2033-12-01,"dc",290803.270787129,"activity",277328.200465725
"936",117,"C_999",2033-12-01,"ord",65071.3602294853,"activity",62056.121946132
"937",118,"C_999",2034-01-01,"first",1952285.47764549,"activity",1861066.78044384
"938",118,"C_999",2034-01-01,"fups",4383328.06830277,"activity",4178521.19944249
"939",118,"C_999",2034-01-01,"ncl",787936.876394916,"activity",751121.269166941
"940",118,"C_999",2034-01-01,"cl",4334723.45618154,"activity",4132187.59197015
"941",118,"C_999",2034-01-01,"proc",1212953.21337179,"activity",1156279.11874924
"942",118,"C_999",2034-01-01,"non_proc",5122660.33257646,"activity",4883308.86113709
"943",118,"C_999",2034-01-01,"dc",291520.470103558,"activity",277899.451151695
"944",118,"C_999",2034-01-01,"ord",65231.8437582619,"activity",62183.9473968824
"945",119,"C_999",2034-02-01,"first",1957100.34030591,"activity",1864900.2732988
"946",119,"C_999",2034-02-01,"fups",4394138.53781971,"activity",4187128.26896341
"947",119,"C_999",2034-02-01,"ncl",789880.141295652,"activity",752668.456000221
"948",119,"C_999",2034-02-01,"cl",4345414.05361282,"activity",4140699.22184589
"949",119,"C_999",2034-02-01,"proc",1215944.68321715,"activity",1158660.8644161
"950",119,"C_999",2034-02-01,"non_proc",5135294.19490847,"activity",4893367.67784611
"951",119,"C_999",2034-02-01,"dc",292239.438226982,"activity",278471.878520546
"952",119,"C_999",2034-02-01,"ord",65392.7230827146,"activity",62312.0361471325
"953",120,"C_999",2034-03-01,"first",1961927.07771657,"activity",1868741.66252138
"954",120,"C_999",2034-03-01,"fups",4404975.66887085,"activity",4195753.0676383
"955",120,"C_999",2034-03-01,"ncl",791828.198811872,"activity",754218.829785057
"956",120,"C_999",2034-03-01,"cl",4356131.01694139,"activity",4149228.38428555
"957",120,"C_999",2034-03-01,"proc",1218943.53083416,"activity",1161047.51608907
"958",120,"C_999",2034-03-01,"non_proc",5147959.21575326,"activity",4903447.21407061
"959",120,"C_999",2034-03-01,"dc",292960.179519757,"activity",279045.484996054
"960",120,"C_999",2034-03-01,"ord",65553.9991789821,"activity",62440.3887392361
"961",121,"C_999",2034-04-01,"first",1966765.71916381,"activity",1872590.96437681
"962",121,"C_999",2034-04-01,"fups",4415839.52721072,"activity",4204395.63198632
"963",121,"C_999",2034-04-01,"ncl",793781.06076346,"activity",755772.397086046
"964",121,"C_999",2034-04-01,"cl",4366874.41119267,"activity",4157775.11540336
"965",121,"C_999",2034-04-01,"proc",1221949.7744184,"activity",1163439.08387372
"966",121,"C_999",2034-04-01,"non_proc",5160655.47195613,"activity",4913547.51248941
"967",121,"C_999",2034-04-01,"dc",293682.698354995,"activity",279620.273006985
"968",121,"C_999",2034-04-01,"ord",65715.6730256108,"activity",62569.0057166643
"969",122,"C_999",2034-05-01,"first",1971616.29400618,"activity",1876448.19516381
"970",122,"C_999",2034-05-01,"fups",4426730.17875603,"activity",4213055.99860186
"971",122,"C_999",2034-05-01,"ncl",795738.738999448,"activity",757329.16448131
"972",122,"C_999",2034-05-01,"cl",4377644.30155244,"activity",4166339.45138792
"973",122,"C_999",2034-05-01,"proc",1224963.43221033,"activity",1165835.57789644
"974",122,"C_999",2034-05-01,"non_proc",5173383.04055189,"activity",4923668.61586923
"975",122,"C_999",2034-05-01,"dc",294406.999116596,"activity",280196.244987108
"976",122,"C_999",2034-05-01,"ord",65877.7456035605,"activity",62697.8876240075
"977",123,"C_999",2034-06-01,"first",1976478.83167467,"activity",1880313.37121469
"978",123,"C_999",2034-06-01,"fups",4437647.68958604,"activity",4221734.20415466
"979",123,"C_999",2034-06-01,"ncl",797701.245398093,"activity",758889.138562519
"980",123,"C_999",2034-06-01,"cl",4388440.75336725,"activity",4174921.42850237
"981",123,"C_999",2034-06-01,"proc",1227984.52249536,"activity",1168237.00830446
"982",123,"C_999",2034-06-01,"non_proc",5186141.99876535,"activity",4933810.56706489
"983",123,"C_999",2034-06-01,"dc",295133.086199272,"activity",280773.403375206
"984",123,"C_999",2034-06-01,"ord",66040.2178962101,"activity",62827.0350069779
"985",124,"C_999",2034-07-01,"first",1981353.36167283,"activity",1884186.50889539
"986",124,"C_999",2034-07-01,"fups",4448592.125943,"activity",4230430.28539001
"987",124,"C_999",2034-07-01,"ncl",799668.591866947,"activity",760452.325934919
"988",124,"C_999",2034-07-01,"cl",4399263.83214483,"activity",4183521.08308454
"989",124,"C_999",2034-07-01,"proc",1231013.06360405,"activity",1170643.38526594
"990",124,"C_999",2034-07-01,"non_proc",5198932.42401178,"activity",4943973.40901946
"991",124,"C_999",2034-07-01,"dc",295860.964008572,"activity",281351.750615086
"992",124,"C_999",2034-07-01,"ord",66203.0908893638,"activity",62956.448412412
"993",125,"C_999",2034-08-01,"first",1986239.91357698,"activity",1888067.62460556
"994",125,"C_999",2034-08-01,"fups",4459563.55423252,"activity",4239144.2791289
"995",125,"C_999",2034-08-01,"ncl",801640.79034293,"activity",762018.733217366
"996",125,"C_999",2034-08-01,"cl",4410113.60355444,"activity",4192138.45154713
"997",125,"C_999",2034-08-01,"proc",1234049.07391213,"activity",1173054.71896996
"998",125,"C_999",2034-08-01,"non_proc",5211754.39389737,"activity",4954157.1847645
"999",125,"C_999",2034-08-01,"dc",296590.636960911,"activity",281931.289155587
"1000",125,"C_999",2034-08-01,"ord",66366.3655712574,"activity",63086.1283882723
"1001",126,"C_999",2034-09-01,"first",1991138.51703637,"activity",1891956.73477864
"1002",126,"C_999",2034-09-01,"fups",4470562.04102399,"activity",4247876.22226814
"1003",126,"C_999",2034-09-01,"ncl",803617.852792398,"activity",763588.367042347
"1004",126,"C_999",2034-09-01,"cl",4420990.13342731,"activity",4200773.57037783
"1005",126,"C_999",2034-09-01,"proc",1237092.57184066,"activity",1175471.01962661
"1006",126,"C_999",2034-09-01,"non_proc",5224607.98621971,"activity",4964361.93742018
"1007",126,"C_999",2034-09-01,"dc",297322.109483596,"activity",282512.021450593
"1008",126,"C_999",2034-09-01,"ord",66530.0429325634,"activity",63216.0754836505
"1009",127,"C_999",2034-10-01,"first",1996049.20177341,"activity",1895853.85588191
"1010",127,"C_999",2034-10-01,"fups",4481587.65305097,"activity",4256626.15178058
"1011",127,"C_999",2034-10-01,"ncl",805599.791211224,"activity",765161.234056011
"1012",127,"C_999",2034-10-01,"cl",4431893.48775703,"activity",4209426.47613949
"1013",127,"C_999",2034-10-01,"proc",1240143.57585613,"activity",1177892.29746698
"1014",127,"C_999",2034-10-01,"non_proc",5237493.27896826,"activity",4974587.7101955
"1015",127,"C_999",2034-10-01,"dc",298055.386014853,"activity",283093.949959043
"1016",127,"C_999",2034-10-01,"ord",66694.1239663981,"activity",63346.2902487688
"1017",128,"C_999",2034-11-01,"first",2000971.99758378,"activity",1899759.00441658
"1018",128,"C_999",2034-11-01,"fups",4492640.45721162,"activity",4265394.10471517
"1019",128,"C_999",2034-11-01,"ncl",807586.617624862,"activity",766737.340918197
"1020",128,"C_999",2034-11-01,"cl",4442823.73269996,"activity",4218097.20547028
"1021",128,"C_999",2034-11-01,"proc",1243202.10447058,"activity",1180318.56274327
"1022",128,"C_999",2034-11-01,"non_proc",5250410.35032482,"activity",4984834.54638848
"1023",128,"C_999",2034-11-01,"dc",298790.471003854,"activity",283677.077144942
"1024",128,"C_999",2034-11-01,"ord",66858.6096683267,"activity",63476.7732349832
"1025",129,"C_999",2034-12-01,"first",2005906.93433664,"activity",1903672.19691783
"1026",129,"C_999",2034-12-01,"fups",4503720.52056907,"activity",4274180.11819724
"1027",129,"C_999",2034-12-01,"ncl",809578.344088427,"activity",768316.694302463
"1028",129,"C_999",2034-12-01,"cl",4453780.93457559,"activity",4226785.79508383
