"","t","s","date","activity_type","ideal_value","measure_type","baseline_value"
"342",43,"C_999",2027-09-01,"non_proc",4579202.76719203,"activity",4171836.93231525
"343",43,"C_999",2027-09-01,"dc",260593.37467724,"activity",237410.990529651
"344",43,"C_999",2027-09-01,"ord",58311.4670998758,"activity",53124.0795379582
"345",44,"C_999",2027-10-01,"first",1752557.52976949,"activity",1593194.29847023
"346",44,"C_999",2027-10-01,"fups",3934893.0776347,"activity",3577086.12121972
"347",44,"C_999",2027-10-01,"ncl",707327.243643883,"activity",643008.695911006
"348",44,"C_999",2027-10-01,"cl",3891260.94497277,"activity",3537421.5374293
"349",44,"C_999",2027-10-01,"proc",1088862.41878753,"activity",989850.18634964
"350",44,"C_999",2027-10-01,"non_proc",4598588.18861666,"activity",4180430.23334031
"351",44,"C_999",2027-10-01,"dc",261696.560678257,"activity",237900.018298803
"352",44,"C_999",2027-10-01,"ord",58558.3206289919,"activity",53233.5064437925
"353",45,"C_999",2027-11-01,"first",1759976.73962167,"activity",1596476.01787112
"354",45,"C_999",2027-11-01,"fups",3951550.90312287,"activity",3584454.33295256
"355",45,"C_999",2027-11-01,"ncl",710321.615677678,"activity",644333.188544668
"356",45,"C_999",2027-11-01,"cl",3907734.05986342,"activity",3544708.04661382
"357",45,"C_999",2027-11-01,"proc",1093471.96720344,"activity",991889.115665194
"358",45,"C_999",2027-11-01,"non_proc",4618055.6755411,"activity",4189041.23515849
"359",45,"C_999",2027-11-01,"dc",262804.416864594,"activity",238390.053385091
"360",45,"C_999",2027-11-01,"ord",58806.2191783736,"activity",53343.1587511363
"361",46,"C_999",2027-12-01,"first",1767427.35767238,"activity",1599764.49707667
"362",46,"C_999",2027-12-01,"fups",3968279.24721078,"activity",3591837.72199517
"363",46,"C_999",2027-12-01,"ncl",713328.663971235,"activity",645660.409416295
"364",46,"C_999",2027-12-01,"cl",3924276.91140705,"activity",3552009.56481424
"365",46,"C_999",2027-12-01,"proc",1098101.02950488,"activity",993932.244841303
"366",46,"C_999",2027-12-01,"non_proc",4637605.57537828,"activity",4197669.97423053
"367",46,"C_999",2027-12-01,"dc",263916.963006834,"activity",238881.097863424
"368",46,"C_999",2027-12-01,"ord",59055.1671719697,"activity",53453.0369242799
"369",47,"C_999",2028-01-01,"first",1774909.51688389,"activity",1603059.75001095
"370",47,"C_999",2028-01-01,"fups",3985078.40842918,"activity",3599236.31961033
"371",47,"C_999",2028-01-01,"ncl",716348.442187746,"activity",646990.364145613
"372",47,"C_999",2028-01-01,"cl",3940889.79482414,"activity",3559326.12294667
"373",47,"C_999",2028-01-01,"proc",1102749.68830119,"activity",995979.582528994
"374",47,"C_999",2028-01-01,"non_proc",4657238.23701188,"activity",4206316.48709228
"375",47,"C_999",2028-01-01,"dc",265034.218959257,"activity",239373.153812983
"376",47,"C_999",2028-01-01,"ord",59305.169052457,"activity",53563.1414284698
"377",48,"C_999",2028-02-01,"first",1782423.35078133,"activity",1606361.79062675
"378",48,"C_999",2028-02-01,"fups",4001948.68657259,"activity",3606650.15712519
"379",48,"C_999",2028-02-01,"ncl",719381.004217577,"activity",648323.058363919
"380",48,"C_999",2028-02-01,"cl",3957573.00658493,"activity",3566657.75199092
"381",48,"C_999",2028-02-01,"proc",1107418.02655141,"activity",998031.13739711
"382",48,"C_999",2028-02-01,"non_proc",4676954.01080251,"activity",4214980.81035483
"383",48,"C_999",2028-02-01,"dc",266156.204660192,"activity",239866.223317233
"384",48,"C_999",2028-02-01,"ord",59556.2292813198,"activity",53673.4727299109
"385",49,"C_999",2028-03-01,"first",1789968.99345511,"activity",1609670.63290557
"386",49,"C_999",2028-03-01,"fups",4018890.38270467,"activity",3614079.26593147
"387",49,"C_999",2028-03-01,"ncl",722426.404179235,"activity",649658.497714112
"388",49,"C_999",2028-03-01,"cl",3974326.84441475,"activity",3574004.48299058
"389",49,"C_999",2028-03-01,"proc",1112106.12756579,"activity",1000086.91813235
"390",49,"C_999",2028-03-01,"non_proc",4696753.24859399,"activity",4223662.98070469
"391",49,"C_999",2028-03-01,"dc",267282.940132376,"activity",240360.308463932
"392",49,"C_999",2028-03-01,"ord",59808.3523389298,"activity",53784.0312957684
"393",50,"C_999",2028-04-01,"first",1797546.57956327,"activity",1612986.29085773
"394",50,"C_999",2028-04-01,"fups",4035903.7991636,"activity",3621523.67748553
"395",50,"C_999",2028-04-01,"ncl",725484.696420328,"activity",650996.687850715
"396",50,"C_999",2028-04-01,"cl",3991151.60729928,"activity",3581366.34705323
"397",50,"C_999",2028-04-01,"proc",1116814.07500726,"activity",1002146.93343932
"398",50,"C_999",2028-04-01,"non_proc",4716636.30371961,"activity",4232363.03490394
"399",50,"C_999",2028-04-01,"dc",268414.445483308,"activity",240855.411345137
"400",50,"C_999",2028-04-01,"ord",60061.5427246252,"activity",53894.8175941697
"401",51,"C_999",2028-05-01,"first",1805156.24433394,"activity",1616308.7785224
"402",51,"C_999",2028-05-01,"fups",4052989.23956746,"activity",3628983.42330851
"403",51,"C_999",2028-05-01,"ncl",728555.935518538,"activity",652337.634439897
"404",51,"C_999",2028-05-01,"cl",4008047.59548994,"activity",3588743.37535048
"405",51,"C_999",2028-05-01,"proc",1121541.95289292,"activity",1004211.19204053
"406",51,"C_999",2028-05-01,"non_proc",4736603.53100848,"activity",4241081.00979038
"407",51,"C_999",2028-05-01,"dc",269550.74090561,"activity",241351.534057214
"408",51,"C_999",2028-05-01,"ord",60315.8049567919,"activity",54005.8320942068
"409",52,"C_999",2028-06-01,"first",1812798.12356769,"activity",1619638.10996766
"410",52,"C_999",2028-06-01,"fups",4070147.00881966,"activity",3636458.5349865
"411",52,"C_999",2028-06-01,"ncl",731640.176282592,"activity",653681.3431595
"412",52,"C_999",2028-06-01,"cl",4025015.11050919,"activity",3596135.59911819
"413",52,"C_999",2028-06-01,"proc",1126289.84559556,"activity",1006279.70267647
"414",52,"C_999",2028-06-01,"non_proc",4756655.28679179,"activity",4249816.94227769
"415",52,"C_999",2028-06-01,"dc",270691.846677386,"activity",241848.678700847
"416",52,"C_999",2028-06-01,"ord",60571.1435729437,"activity",54117.0752659374
"417",53,"C_999",2028-07-01,"first",1820472.35363998,"activity",1622974.2992906
"418",53,"C_999",2028-07-01,"fups",4087377.41311437,"activity",3643949.04417064
"419",53,"C_999",2028-07-01,"ncl",734737.473753244,"activity",655027.81969906
"420",53,"C_999",2028-07-01,"cl",4042054.45515599,"activity",3603543.04965652
"421",53,"C_999",2028-07-01,"proc",1131057.83784512,"activity",1008352.47410565
"422",53,"C_999",2028-07-01,"non_proc",4776791.92890923,"activity",4258570.86935558
"423",53,"C_999",2028-07-01,"dc",271837.783162586,"activity",242346.847381048
"424",53,"C_999",2028-07-01,"ord",60827.5631298033,"activity",54228.547580388
"425",54,"C_999",2028-08-01,"first",1828179.07150364,"activity",1626317.3606173
"426",54,"C_999",2028-08-01,"fups",4104680.75994199,"activity",3651454.98257728
"427",54,"C_999",2028-08-01,"ncl",737847.883204257,"activity",656377.069759832
"428",54,"C_999",2028-08-01,"cl",4059165.9335111,"activity",3610965.75833014
"429",54,"C_999",2028-08-01,"proc",1135846.01473027,"activity",1010429.5151046
"430",54,"C_999",2028-08-01,"non_proc",4797013.81671536,"activity",4267342.82808998
"431",54,"C_999",2028-08-01,"dc",272988.570811366,"activity",242846.042207166
"432",54,"C_999",2028-08-01,"ord",61085.0682033835,"activity",54340.249509555
"433",55,"C_999",2028-09-01,"first",1835918.41469121,"activity",1629667.30810297
"434",55,"C_999",2028-09-01,"fups",4122057.35809465,"activity",3658976.38198809
"435",55,"C_999",2028-09-01,"ncl",740971.460143383,"activity",657729.099054816
"436",55,"C_999",2028-09-01,"cl",4076349.85094262,"activity",3618403.75656831
"437",55,"C_999",2028-09-01,"proc",1140654.46169985,"activity",1012510.83446793
"438",55,"C_999",2028-09-01,"non_proc",4817321.31108601,"activity",4276132.85562313
"439",55,"C_999",2028-09-01,"dc",274144.230160457,"activity",243346.265292892
"440",55,"C_999",2028-09-01,"ord",61343.6633890693,"activity",54452.1815264071
"441",56,"C_999",2028-10-01,"first",1843690.5213175,"activity",1633024.15593198
"442",56,"C_999",2028-10-01,"fups",4139507.5176717,"activity",3666513.27425021
"443",56,"C_999",2028-10-01,"ncl",744108.260313364,"activity",659083.91330878
"444",56,"C_999",2028-10-01,"cl",4093606.51411135,"activity",3625857.07586503
"445",56,"C_999",2028-10-01,"proc",1145483.26456448,"activity",1014596.44100838
"446",56,"C_999",2028-10-01,"non_proc",4837714.77442472,"activity",4284940.98917381
"447",56,"C_999",2028-10-01,"dc",275304.781833527,"activity",243847.518756273
"448",56,"C_999",2028-10-01,"ord",61603.3533016994,"activity",54564.3441048873
"449",57,"C_999",2028-11-01,"first",1851495.530082,"activity",1636387.9183179
"450",57,"C_999",2028-11-01,"fups",4157031.55008525,"activity",3674065.69127637
"451",57,"C_999",2028-11-01,"ncl",747258.339692917,"activity",660441.518258283
"452",57,"C_999",2028-11-01,"cl",4110936.23097631,"activity",3633325.74777916
"453",57,"C_999",2028-11-01,"proc",1150332.50949802,"activity",1016686.34355682
"454",57,"C_999",2028-11-01,"non_proc",4858194.57066923,"activity",4293767.26603744
"455",57,"C_999",2028-11-01,"dc",276470.246541553,"activity",244349.804719718
"456",57,"C_999",2028-11-01,"ord",61864.142575649,"activity",54676.7377199147
"457",58,"C_999",2028-12-01,"first",1859333.58027135,"activity",1639758.60950358
"458",58,"C_999",2028-12-01,"fups",4174629.76806573,"activity",3681633.66504504
"459",58,"C_999",2028-12-01,"ncl",750421.754497739,"activity",661801.919651702
"460",58,"C_999",2028-12-01,"cl",4128339.31080021,"activity",3640809.80393459
"461",58,"C_999",2028-12-01,"proc",1155202.28303913,"activity",1018780.55096233
"462",58,"C_999",2028-12-01,"non_proc",4878761.06529795,"activity",4302611.72358629
"463",58,"C_999",2028-12-01,"dc",277640.645083189,"activity",244853.125310009
"464",58,"C_999",2028-12-01,"ord",62126.035864912,"activity",54789.3628473868
"465",59,"C_999",2029-01-01,"first",1867204.81176185,"activity",1643136.24376122
"466",59,"C_999",2029-01-01,"fups",4192302.48566749,"activity",3689217.22760058
"467",59,"C_999",2029-01-01,"ncl",753598.561181508,"activity",663165.123249252
"468",59,"C_999",2029-01-01,"cl",4145816.06415499,"activity",3648309.27602033
"469",59,"C_999",2029-01-01,"proc",1160092.67209285,"activity",1020879.07209222
"470",59,"C_999",2029-01-01,"non_proc",4899414.6253365,"activity",4311474.39926959
"471",59,"C_999",2029-01-01,"dc",278815.998345138,"activity",245357.482658307
"472",59,"C_999",2029-01-01,"ord",62389.0378431846,"activity",54902.2199641815
"473",60,"C_999",2029-02-01,"first",1875109.36502196,"activity",1646520.83539242
"474",60,"C_999",2029-02-01,"fups",4210050.01827436,"activity",3696816.41105332
"475",60,"C_999",2029-02-01,"ncl",756788.816436891,"activity",664531.134823016
"476",60,"C_999",2029-02-01,"cl",4163366.80292735,"activity",3655824.19579068
"477",60,"C_999",2029-02-01,"proc",1165003.76393208,"activity",1022981.91583204
"478",60,"C_999",2029-02-01,"non_proc",4920155.61936424,"activity",4320355.3306137
"479",60,"C_999",2029-02-01,"dc",279996.327302522,"activity",245862.878900164
"480",60,"C_999",2029-02-01,"ord",62653.1532039484,"activity",55015.3095481586
