"","t","i","a","s","open","completed","carried","c_a"
"388",27,10,0.935366050995169,"C_999",242778,31825,259554,0.115894582360717
"389",28,10,0.94684489699797,"C_999",253299,32506,267519,0.113734889172688
"390",29,10,0.918950282491432,"C_999",186886,33284,203369,0.151174092746514
"391",30,10,0.963624153331466,"C_999",233887,34178,242716,0.127498927498927
"392",31,10,0.947944598596311,"C_999",243927,44405,257322,0.154006492515572
"393",32,10,0.958372062625265,"C_999",263951,32985,275416,0.111084543470647
"394",33,10,0.905653361786055,"C_999",224084,39882,247428,0.151087640074858
"395",34,10,0.921724442397021,"C_999",240100,37858,260490,0.136200433158966
"396",35,10,0.943569715457463,"C_999",260446,36906,276022,0.12411552637951
"397",0,11,NA,"C_999",60172,8589,NA,0.124910923343174
"398",1,11,0.947179499962609,"C_999",75996,12257,80234,0.138884797117378
"399",2,11,0.932494319174969,"C_999",80022,15984,85815,0.16648959440035
"400",3,11,0.965850736889648,"C_999",98369,14941,101847,0.131859500485394
"401",4,11,0.949220562941931,"C_999",104307,14756,109887,0.123934387677112
"402",5,11,0.95943783862405,"C_999",105542,17197,110004,0.140110315384678
"403",6,11,0.915373137652273,"C_999",82206,16010,89806,0.163008063859249
"404",7,11,0.922478919156139,"C_999",88284,13655,95703,0.133952657962115
"405",8,11,0.980762268212731,"C_999",100229,11849,102195,0.105721015721194
"406",9,11,0.916478611489065,"C_999",110465,15590,120532,0.123676173099044
"407",10,11,0.906930276580082,"C_999",120736,16392,133126,0.119537949944577
"408",11,11,0.929191825524354,"C_999",131266,21085,141269,0.13839751626179
"409",12,11,0.934550250316587,"C_999",142432,17110,152407,0.107244487345025
"410",13,11,0.938782575639294,"C_999",138293,22829,147311,0.141687665247452
"411",14,11,0.947122759824058,"C_999",130272,20128,137545,0.133829787234043
"412",15,11,0.932359372524164,"C_999",147103,19164,157775,0.115260394425833
"413",16,11,0.962998747093694,"C_999",154491,22193,160427,0.125608430870933
"414",17,11,0.959808062756748,"C_999",165421,23166,172348,0.122839856405797
"415",18,11,0.886356953837107,"C_999",120580,22282,136040,0.1559686970643
"416",19,11,0.968802358655982,"C_999",149182,20609,153986,0.121378636087896
"417",20,11,0.976288153669919,"C_999",173009,20161,177211,0.104369208469224
"418",21,11,0.983628820120191,"C_999",183974,29178,187036,0.136888229995496
"419",22,11,0.928164448891312,"C_999",154919,25684,166909,0.142212477090635
"420",23,11,0.880619906277872,"C_999",186606,28525,211903,0.132593628998145
"421",24,11,0.979338578332603,"C_999",198793,22402,202987,0.101277153642713
"422",25,11,0.961030779384412,"C_999",192210,29779,200004,0.134146286527711
"423",26,11,0.96164233476677,"C_999",175543,29283,182545,0.14296524855243
"424",27,11,0.946513243639351,"C_999",186642,25970,197189,0.1221473858484
"425",28,11,0.956136064299643,"C_999",205444,27909,214869,0.119599919435362
"426",29,11,0.931396301948655,"C_999",205670,32480,220819,0.136384631534747
"427",30,11,0.903175304082534,"C_999",134994,37420,149466,0.217035739557113
"428",31,11,0.930837918550692,"C_999",187952,31970,201917,0.145369721992343
"429",32,11,0.968867201115371,"C_999",208476,28752,215175,0.121199858364105
"430",33,11,0.948086448546234,"C_999",213419,38846,225105,0.153988860920064
"431",34,11,0.943917043194425,"C_999",179870,33527,190557,0.157110924708407
"432",35,11,0.948989699843238,"C_999",197350,32142,207958,0.140057169748837
"433",0,12,NA,"C_999",34461,5303,NA,0.13336183482547
"434",1,12,0.940185213298922,"C_999",49544,7476,52696,0.131111890564714
"435",2,12,0.96197340623835,"C_999",61928,11620,64376,0.157992059607331
"436",3,12,0.976951760180863,"C_999",66548,11904,68118,0.151736093407434
"437",4,12,0.938766600799596,"C_999",81714,11325,87044,0.121723148357141
"438",5,12,0.939608859303274,"C_999",84126,14774,89533,0.14938321536906
"439",6,12,0.954767685867786,"C_999",86902,14523,91019,0.143189548927779
"440",7,12,0.95770162375527,"C_999",64053,15324,66882,0.193053403378812
"441",8,12,0.940622518059075,"C_999",74613,8961,79323,0.10722234187666
"442",9,12,0.969456821196558,"C_999",85509,12026,88203,0.123299328446199
"443",10,12,0.919902811812103,"C_999",88594,14157,96308,0.137779680976341
"444",11,12,0.952228874313606,"C_999",99885,15840,104896,0.136876215165262
"445",12,12,0.934360049131185,"C_999",108781,14843,116423,0.120065683038892
"446",13,12,0.947506731461192,"C_999",117181,18759,123673,0.137994703545682
"447",14,12,0.971975981802368,"C_999",116225,18717,119576,0.138704035807977
"448",15,12,0.957827875712486,"C_999",108724,16761,113511,0.133569749372435
"449",16,12,0.969652452932308,"C_999",125410,17768,129335,0.124097277514702
"450",17,12,0.971976015710755,"C_999",130168,20570,133921,0.136461940585652
"451",18,12,0.896055042699582,"C_999",129583,20806,144615,0.138347884486232
"452",19,12,0.933873763638218,"C_999",91585,22510,98070,0.197291730575398
"453",20,12,0.972243781646154,"C_999",131530,13897,135285,0.0955599716696349
"454",21,12,0.991054252929228,"C_999",147344,24335,148674,0.141747097781324
"455",22,12,0.92495939089478,"C_999",147482,24527,159447,0.142591376032649
"456",23,12,0.972798076260348,"C_999",127027,24340,130579,0.160801231444106
"457",24,12,0.908603930301845,"C_999",150960,20461,166145,0.119361105115476
"458",25,12,0.946222975935027,"C_999",164041,25429,173364,0.134211220773737
"459",26,12,0.947505570911925,"C_999",155624,27964,164246,0.152319323703074
"460",27,12,0.95403853549217,"C_999",143890,24721,150822,0.146615582613234
"461",28,12,0.960893170092038,"C_999",156812,23448,163194,0.13007877510263
"462",29,12,0.94068596243918,"C_999",165493,29516,175928,0.151357116851017
"463",30,12,0.928182265513378,"C_999",156563,36993,168677,0.191122982496022
"464",31,12,0.978734094049218,"C_999",101298,31495,103499,0.23717364620123
"465",32,12,0.95223269348214,"C_999",159040,20934,167018,0.116316801315746
"466",33,12,0.954878140362431,"C_999",165298,35367,173109,0.176248972167543
"467",34,12,0.923516813617779,"C_999",166016,33654,179765,0.168548104372214
"468",35,12,1,"C_999",151738,28577,151293,0.158483764523196
"469",0,13,NA,"C_999",26351,6438,NA,0.19634633566135
"470",1,13,0.992695170503722,"C_999",28674,5576,28885,0.162802919708029
"471",2,13,0.956947488802058,"C_999",40165,7572,41972,0.158619100488091
"472",3,13,0.925116418807271,"C_999",49268,8672,53256,0.14967207455989
"473",4,13,0.92805173807599,"C_999",53956,8409,58139,0.134835244127315
"474",5,13,0.921576096157102,"C_999",65325,10830,70884,0.142209966515659
"475",6,13,0.920743421968537,"C_999",66137,12296,71830,0.156770747007
"476",7,13,0.895164441330621,"C_999",66440,12681,74221,0.1602735051377
"477",8,13,0.936470330952034,"C_999",51386,9181,54872,0.151584196014331
"478",9,13,0.945753174663524,"C_999",62188,8858,65755,0.124679784928075
"479",10,13,0.888622945588001,"C_999",66828,10305,75204,0.13360040449613
"480",11,13,0.894657577679138,"C_999",67722,12898,75696,0.159985115355991
"481",12,13,0.924005649970853,"C_999",82425,10681,89204,0.114718707709492
"482",13,13,0.922314805946642,"C_999",86669,14812,93969,0.145958356736729
"483",14,13,0.922316507742105,"C_999",94887,14302,102879,0.130983890318622
"484",15,13,0.915254901960784,"C_999",93356,14225,102000,0.132225950679023
"485",16,13,0.931318098952813,"C_999",87868,14376,94348,0.140604827667149
"486",17,13,0.928336064081558,"C_999",101987,15550,109860,0.132298765495121
"487",18,13,0.863374332545228,"C_999",97500,17239,112929,0.150245339422515
"488",19,13,0.898502133983345,"C_999",99156,19226,110357,0.162406446926053
"489",20,13,0.952173688425077,"C_999",73723,14159,77426,0.161113766186477
"490",21,13,0.954903012032309,"C_999",108646,17753,113777,0.140452060538454
"491",22,13,0.901228632899621,"C_999",114356,20455,126889,0.15173094183709
"492",23,13,0.939389579036565,"C_999",117512,22388,125094,0.160028591851322
"493",24,13,0.945419068095178,"C_999",104656,16329,110698,0.134967144687358
"494",25,13,0.930564553266885,"C_999",119223,22841,128119,0.160779648609078
"495",26,13,0.921409542262049,"C_999",129353,23655,140386,0.1545997594897
"496",27,13,0.924945865322007,"C_999",122165,23546,132078,0.161593839861095
"497",28,13,0.953993269309694,"C_999",116225,22060,121830,0.159525617384387
"498",29,13,0.925580136661931,"C_999",123129,23783,133029,0.161886027009366
"499",30,13,0.913702466713595,"C_999",122014,31955,133538,0.207541777890355
"500",31,13,0.915540594566069,"C_999",114503,31497,125066,0.215732876712329
"501",32,13,1,"C_999",80418,21385,79913,0.210062571829907
"502",33,13,0.912480979885993,"C_999",120536,26943,132097,0.182690416940717
"503",34,13,0.903838794194707,"C_999",122810,29422,135876,0.193270797204267
"504",35,13,0.885137793841176,"C_999",121471,28782,137234,0.191556907349604
"505",0,14,NA,"C_999",40878,12510,NA,0.234322319622387
"506",1,14,0.788388593868535,"C_999",17667,3942,22409,0.182423990004165
"507",2,14,0.932802006634841,"C_999",23057,3956,24718,0.146448006515381
"508",3,14,0.930766623354613,"C_999",32951,4763,35402,0.126292623428965
"509",4,14,0.946821980248164,"C_999",41129,5829,43439,0.124132203245453
"510",5,14,0.963468841705507,"C_999",44651,7612,46344,0.145647972753191
"511",6,14,0.938996288413165,"C_999",53381,8476,56849,0.137025720613673
"512",7,14,0.921567922969137,"C_999",51300,10471,55666,0.169513201987988
"513",8,14,0.939283587169233,"C_999",55197,7675,58765,0.122073419010052
"514",9,14,1,"C_999",44019,7754,43632,0.149769184710177
"515",10,14,0.90025360798409,"C_999",49342,7379,54809,0.130092910914829
"516",11,14,0.9680910003809,"C_999",55915,9070,57758,0.139570670154651
"517",12,14,0.93411866637786,"C_999",56063,7705,60017,0.120828628779325
"518",13,14,0.937096258838892,"C_999",67455,10442,71983,0.134048808041388
"519",14,14,0.949625235055751,"C_999",71710,11155,75514,0.134616544982803
"520",15,14,0.930696017820343,"C_999",78131,10938,83949,0.122803669065556
"521",16,14,0.939162429102288,"C_999",76831,11548,81808,0.130664524377963
"522",17,14,0.949699918039288,"C_999",71841,12222,75646,0.145390956782413
"523",18,14,0.874611247712396,"C_999",77899,12920,89067,0.142260980631806
"524",19,14,0.939281425385388,"C_999",76651,15894,81606,0.171743476146739
"525",20,14,0.946353999357533,"C_999",82488,11992,87164,0.12692633361558
"526",21,14,1,"C_999",60897,14373,59350,0.190952570745317
"527",22,14,0.901058687903883,"C_999",85196,14095,94551,0.141956471382099
"528",23,14,0.965408639966406,"C_999",91960,19101,95255,0.17198656594124
"529",24,14,0.944635427857101,"C_999",96725,15118,102394,0.135171624509357
"530",25,14,0.982545930252573,"C_999",85622,17513,87143,0.169806564211955
"531",26,14,0.959827542480345,"C_999",94615,20648,98575,0.179138144938098
"532",27,14,0.918435481244232,"C_999",101511,18827,110526,0.156450996360252
"533",28,14,0.961083849359349,"C_999",98711,19457,102708,0.164655405862839
"534",29,14,0.945651261386055,"C_999",90113,20933,95292,0.18850746537471
"535",30,14,0.927205122489919,"C_999",91517,24427,98702,0.210679293452011
"536",31,14,0.935064387187951,"C_999",88660,27197,94817,0.234746282054602
"537",32,14,0.92170279061444,"C_999",87559,19506,94997,0.182188390230234
"538",33,14,1,"C_999",59453,21339,59079,0.264122685414397
"539",34,14,0.871900784508743,"C_999",85911,22003,98533,0.20389384139222
"540",35,14,0.924036373231575,"C_999",91049,24276,98534,0.210500758725341
"541",0,15,NA,"C_999",90646,13909,NA,0.133030462436038
"542",1,15,1,"C_999",29546,11504,29374,0.280243605359318
"543",2,15,1,"C_999",14922,3156,14511,0.174576833720544
"544",3,15,0.971625956081915,"C_999",19690,2792,20265,0.124188239480473
"545",4,15,0.941444789836464,"C_999",27863,3355,29596,0.107470049330514
"546",5,15,0.962462210278804,"C_999",34383,5405,35724,0.135844978385443
"547",6,15,0.973181665068795,"C_999",37558,6058,38593,0.138893983859134
"548",7,15,0.932535864240728,"C_999",42643,7653,45728,0.152159217432798
"549",8,15,0.967018352690841,"C_999",43628,6184,45116,0.124146791937686
"550",9,15,0.986752887995982,"C_999",47151,7413,47784,0.135858808005278
"551",10,15,0.942546874582074,"C_999",35239,6632,37387,0.158391249313367
"552",11,15,0.943886097152429,"C_999",40572,6358,42984,0.135478372043469
"553",12,15,0.939824178464866,"C_999",46932,5978,49937,0.112984312984313
"554",13,15,0.950628085744641,"C_999",45633,8060,48003,0.150112677630231
"555",14,15,0.960266121464003,"C_999",57301,7783,59672,0.119583922315777
"556",15,15,0.949723853080344,"C_999",60014,8519,63191,0.12430507930486
"557",16,15,0.955159624754563,"C_999",65672,9376,68755,0.124933375972711
"558",17,15,0.954451874671275,"C_999",63514,10286,66545,0.139376693766938
"559",18,15,0.887954726554242,"C_999",54603,10348,61493,0.159320102846761
"560",19,15,0.93059436021924,"C_999",60953,12400,65499,0.16904557414148
"561",20,15,0.970641678304876,"C_999",64636,10060,66591,0.134679233158402
"562",21,15,1,"C_999",68313,14568,67920,0.175770079994209
"563",22,15,0.967129351895906,"C_999",46752,12556,48341,0.211708369865785
"564",23,15,0.954966535790636,"C_999",68346,13627,71569,0.166237663620948
"565",24,15,0.950205416920268,"C_999",74937,13096,78864,0.148762395919712
"566",25,15,0.952560449812158,"C_999",75559,17403,79322,0.187205524838106
"567",26,15,0.987893949850472,"C_999",68710,16070,69552,0.189549422033498
"568",27,15,0.94041988323689,"C_999",72970,17022,77593,0.189150146679705
"569",28,15,0.940460401667298,"C_999",79420,17063,84448,0.176849807738151
"570",29,15,0.932599638590503,"C_999",74317,19023,79688,0.203803299764303
"571",30,15,0.941273254723108,"C_999",65218,20826,69287,0.242038956812793
"572",31,15,0.91005268584827,"C_999",64429,20720,70797,0.243338148422178
"573",32,15,0.937119592038164,"C_999",68361,15712,72948,0.186885206903524
"574",33,15,0.91987801497089,"C_999",59724,22633,64926,0.274815741224183
"575",34,15,0.946798527394788,"C_999",39348,17894,41559,0.312602634429265
"576",35,15,0.895829952944994,"C_999",60731,18118,67793,0.229780973759972
"577",0,16,NA,"C_999",72266,9681,NA,0.118137332666235
"578",1,16,0.957444351786516,"C_999",74628,12701,77945,0.145438514124747
"579",2,16,0.953789458371721,"C_999",19670,8923,20623,0.312069387612353
"580",3,16,0.982534113060429,"C_999",12601,2097,12825,0.142672472445231
"581",4,16,0.959766201339235,"C_999",16913,2068,17622,0.108951056319477
"582",5,16,0.971510437986083,"C_999",23734,3433,24430,0.126366547649722
"583",6,16,0.96778585898841,"C_999",29141,4272,30111,0.127854427917278
"584",7,16,0.94426362896664,"C_999",30173,5604,31954,0.15663694552366
"585",8,16,0.975096596623088,"C_999",36845,4857,37786,0.116469234089492
"586",9,16,0.98266759106181,"C_999",36852,6126,37502,0.142538042719531
"587",10,16,0.909552151429408,"C_999",37288,6155,40996,0.141679902400847
"588",11,16,0.950163844893501,"C_999",27836,5943,29296,0.17593771278013
"589",12,16,0.927832777210931,"C_999",33646,4309,36263,0.113529179291266
"590",13,16,0.950233849751535,"C_999",39009,5880,41052,0.130989774777785
"591",14,16,0.988082862141535,"C_999",38969,6194,39439,0.137147665124106
"592",15,16,0.956874374030361,"C_999",48725,6380,50921,0.115778967425823
"593",16,16,0.967100714450334,"C_999",50355,7946,52068,0.136292687947034
"594",17,16,0.963912179859024,"C_999",54836,8783,56889,0.138056241060061
"595",18,16,0.890237603305785,"C_999",48258,9306,54208,0.16166353971232
"596",19,16,0.955770094297261,"C_999",42570,10063,44540,0.191191837820379
"597",20,16,0.961921892041867,"C_999",50271,8692,52261,0.147414480267286
"598",21,16,1,"C_999",53266,12668,51968,0.192131525464859
"599",22,16,0.93194317974868,"C_999",51173,13403,54910,0.207553889990089
"600",23,16,1,"C_999",35531,11558,35194,0.245450105120092
"601",24,16,0.916735894773278,"C_999",52969,10566,57780,0.166302038246636
"602",25,16,0.957136335198931,"C_999",56606,15796,59141,0.218170768763294
"603",26,16,0.926302972908986,"C_999",54776,16425,59134,0.230684962289855
"604",27,16,0.976150474799123,"C_999",53454,13950,54760,0.206961011215952
"605",28,16,0.955245411568409,"C_999",54961,15434,57536,0.219248526173734
"606",29,16,0.922861729690207,"C_999",58060,16507,62913,0.221371384124345
"607",30,16,0.923339861135838,"C_999",51864,18147,56170,0.259202125380297
"608",31,16,0.923453141584632,"C_999",44371,17169,48049,0.278989275268118
"609",32,16,0.933994673254333,"C_999",48394,12615,51814,0.206772771230474
"610",33,16,0.924390145232412,"C_999",45700,18923,49438,0.292821441282516
"611",34,16,0.865868467068195,"C_999",35653,18548,41176,0.342207708344864
"612",35,16,1,"C_999",25036,14431,24917,0.365647249600932
"613",0,17,NA,"C_999",39620,5728,NA,0.126312075504984
"614",1,17,0.956235525522667,"C_999",60283,9224,63042,0.132706058382609
"615",2,17,0.946218167996959,"C_999",59748,11484,63144,0.161219676549865
"616",3,17,0.98942731277533,"C_999",13476,6050,13620,0.309843285875243
"617",4,17,0.977360873094615,"C_999",10836,1514,11087,0.122591093117409
"618",5,17,0.972053219228455,"C_999",14539,1956,14957,0.118581388299485
"619",6,17,0.976263399693721,"C_999",20400,2838,20896,0.122127549703073
"620",7,17,0.930769842532209,"C_999",23407,3993,25148,0.145729927007299
"621",8,17,0.987699739873653,"C_999",26579,3263,26910,0.109342537363447
"622",9,17,0.984200193212627,"C_999",31582,4756,32089,0.130882272001761
"623",10,17,0.93576802507837,"C_999",29851,4952,31900,0.142286584489843
"624",11,17,0.943703190886777,"C_999",29989,5510,31778,0.15521563987718
"625",12,17,0.943457924582971,"C_999",22793,3677,24159,0.138911975821685
"626",13,17,0.942009998276159,"C_999",27323,4641,29005,0.145194593918158
"627",14,17,0.981617647058823,"C_999",33375,5009,34000,0.130497082117549
"628",15,17,0.95917401337199,"C_999",32422,5167,33802,0.137460427252654
"629",16,17,0.957825768148166,"C_999",40494,6448,42277,0.137360998679221
"630",17,17,0.95720233526388,"C_999",41153,7362,42993,0.151746882407503
"631",18,17,0.868421052631579,"C_999",40623,8058,46778,0.16552659148333
"632",19,17,0.932160032743272,"C_999",36440,9166,39092,0.200982326886813
"633",20,17,0.964180692861344,"C_999",34428,6863,35707,0.166210554358093
"634",21,17,1,"C_999",38236,12892,37379,0.252151462994836
"635",22,17,0.917051601906973,"C_999",37125,12783,40483,0.256131281558067
"636",23,17,0.950538533932866,"C_999",36360,12921,38252,0.26219029646314
"637",24,17,0.950187073582276,"C_999",25904,8269,27262,0.241974658356012
"638",25,17,0.903400213288361,"C_999",36426,12648,40321,0.257733219219954
"639",26,17,0.937587331159758,"C_999",38247,15813,40793,0.292508324084351
"640",27,17,0.878835717809571,"C_999",35628,14236,40540,0.28549655061768
"641",28,17,0.992565690050212,"C_999",40721,12428,41026,0.233833185948936
"642",29,17,0.941280650552521,"C_999",37735,14872,40089,0.282700020909765
"643",30,17,0.910860220133214,"C_999",38564,15722,42338,0.289614265188078
"644",31,17,0.92028097688475,"C_999",33801,15135,36729,0.309281510544385
"645",32,17,0.935098482402325,"C_999",31856,10304,34067,0.244402277039848
"646",33,17,0.943873166395022,"C_999",31851,14649,33745,0.315032258064516
"647",34,17,0.841544864969509,"C_999",26082,14707,30993,0.360562896859447
"648",35,17,0.853976650857351,"C_999",18726,13725,21928,0.422945363779236
"649",0,18,NA,"C_999",37865,5203,NA,0.12080895328318
"650",1,18,0.994261034197136,"C_999",33610,5816,33804,0.147516867042053
"651",2,18,0.951812838270384,"C_999",49065,8734,51549,0.151109880793785
"652",3,18,0.926022508921219,"C_999",47229,8746,51002,0.156248325145154
"653",4,18,1,"C_999",10191,3939,9537,0.278768577494692
"654",5,18,0.996188055908513,"C_999",9408,1392,9444,0.128888888888889
"655",6,18,0.978690549722051,"C_999",12676,1587,12952,0.111266914393886
"656",7,18,0.941109916841093,"C_999",16636,2723,17677,0.140658091843587
"657",8,18,0.999423935480774,"C_999",20819,2576,20831,0.11010899764907
"658",9,18,0.997364896971791,"C_999",23088,3430,23149,0.12934610453277
"659",10,18,0.931776988327412,"C_999",25704,3996,27586,0.134545454545455
"660",11,18,0.958886679920477,"C_999",24116,4701,25150,0.163132872956935
"661",12,18,0.946253071253071,"C_999",24648,3941,26048,0.1378502221134
"662",13,18,0.958444896647746,"C_999",17898,4119,18674,0.187082708815915
"663",14,18,0.965231150836077,"C_999",22570,3940,23383,0.148623161071294
"664",15,18,0.946239900559354,"C_999",27405,4413,28962,0.13869507825759
"665",16,18,0.971667952816669,"C_999",26442,5209,27213,0.164576158731162
"666",17,18,0.946076435344075,"C_999",32528,6112,34382,0.158178053830228
"667",18,18,0.879916098584164,"C_999",30204,6827,34326,0.184359050525236
"668",19,18,0.915937654016757,"C_999",29735,8159,32464,0.21531113104977
"669",20,18,0.958966666666667,"C_999",28769,6440,30000,0.182907779260984
"670",21,18,0.988123415046492,"C_999",23379,10768,23660,0.315342489823411
"671",22,18,0.862277944017272,"C_999",22765,11835,26401,0.342052023121387
"672",23,18,0.948980004039588,"C_999",23492,12370,24755,0.344933355641069
"673",24,18,0.895162808206286,"C_999",23780,9795,26565,0.291734921816828
"674",25,18,1,"C_999",15792,10316,15588,0.395127930136357
"675",26,18,0.859818505780467,"C_999",20750,12293,24133,0.372030384650304
"676",27,18,0.883956536870191,"C_999",22860,12386,25861,0.351415763490893
"677",28,18,0.939354894128763,"C_999",21871,12345,23283,0.360796118774842
"678",29,18,0.882930042293559,"C_999",25469,11875,28846,0.317989502999143
"679",30,18,0.915695818704117,"C_999",22951,12671,25064,0.355707147268542
"680",31,18,0.885500437932956,"C_999",22242,13446,25118,0.376765299260256
"681",32,18,0.91302920905809,"C_999",22256,9425,24376,0.29749692244563
"682",33,18,0.841928741554465,"C_999",17321,11283,20573,0.394455320934135
"683",34,18,0.790921862132442,"C_999",16327,11208,20643,0.407045578354821
"684",35,18,0.841865079365079,"C_999",12729,10962,15120,0.462707357224262
"685",0,19,NA,"C_999",27319,3805,NA,0.122252923788716
"686",1,19,0.96441970600898,"C_999",31361,5347,32518,0.145663070720279
"687",2,19,1,"C_999",28916,5224,28386,0.153016988869361
"688",3,19,0.950222847759794,"C_999",40508,6435,42630,0.137081140958183
"689",4,19,0.905315372270583,"C_999",37232,6103,41126,0.140833044882889
"690",5,19,1,"C_999",7850,3332,6859,0.297978894652119
"691",6,19,0.986754162109612,"C_999",8120,1179,8229,0.126787826648027
"692",7,19,0.982155929721816,"C_999",10733,1748,10928,0.140052880378175
"693",8,19,1,"C_999",14841,1898,14738,0.113387896529064
"694",9,19,0.998274422488171,"C_999",17934,2854,17965,0.137290744660381
"695",10,19,0.942585918066907,"C_999",18568,3389,19699,0.154347133032746
"696",11,19,0.953777405390309,"C_999",20490,4221,21483,0.170814616972199
"697",12,19,0.956496293406165,"C_999",19612,3612,20504,0.15552876334826
"698",13,19,0.949070650298279,"C_999",19250,4365,20283,0.184840143976286
"699",14,19,0.99793757734085,"C_999",14516,3352,14546,0.187597940452205
"700",15,19,0.939943402159103,"C_999",17936,3488,19082,0.162808065720687
"701",16,19,0.953710538885753,"C_999",21963,4376,23029,0.166141463229432
"702",17,19,0.991252541491323,"C_999",20964,5293,21149,0.201584339414251
"703",18,19,0.856036633036745,"C_999",22994,5667,26861,0.197725131712083
"704",19,19,0.949826172797116,"C_999",22130,6905,23299,0.237816428448424
"705",20,19,0.984516346194303,"C_999",23399,5968,23767,0.203221302822896
"706",21,19,0.974271102441082,"C_999",18479,9802,18967,0.346593119055196
"707",22,19,0.80592787066464,"C_999",11665,8905,14474,0.432912007778318
"708",23,19,0.906967246589888,"C_999",11104,10522,12243,0.486543974845094
"709",24,19,0.842753623188406,"C_999",12793,8312,15180,0.393840322198531
"710",25,19,0.800760167236792,"C_999",10534,10625,13155,0.502150385178884
"711",26,19,0.868217054263566,"C_999",7168,7536,8256,0.512513601741023
"712",27,19,0.737296110414053,"C_999",9402,7998,12752,0.459655172413793
"713",28,19,0.851171402122054,"C_999",11953,8817,14043,0.424506499759268
"714",29,19,0.891044160132068,"C_999",10795,9756,12115,0.474721424748187
"715",30,19,0.815581854043392,"C_999",13232,9245,16224,0.411309338434845
"716",31,19,0.863114415530772,"C_999",10448,10846,12105,0.509345355499202
"717",32,19,0.868018594623728,"C_999",12884,7399,14843,0.364788246314648
"718",33,19,0.887285986049461,"C_999",11194,9640,12616,0.46270519343381
"719",34,19,0.782258918175082,"C_999",7390,7874,9447,0.51585429769392
"720",35,19,0.713001383125864,"C_999",6186,7651,8676,0.552937775529378
"721",0,20,NA,"C_999",20076,2696,NA,0.11839100649921
"722",1,20,0.974928823354438,"C_999",22943,3786,23533,0.141643907366531
"723",2,20,0.924788455726806,"C_999",24481,4889,26472,0.166462376574736
"724",3,20,1,"C_999",26737,3823,25093,0.125098167539267
"725",4,20,0.931877216992989,"C_999",33364,4705,35803,0.123591373558538
"726",5,20,0.896860277610902,"C_999",28365,5605,31627,0.164998528113041
"727",6,20,1,"C_999",6177,2559,5291,0.292925824175824
"728",7,20,0.890053107506818,"C_999",6201,1153,6967,0.156785422899103
"729",8,20,1,"C_999",9620,1142,9591,0.10611410518491
"730",9,20,0.995404626528546,"C_999",12780,2002,12839,0.135434988499526
"731",10,20,0.920181700194679,"C_999",14180,2524,15410,0.15110153256705
"732",11,20,0.963198546115402,"C_999",14840,3161,15407,0.175601355480251
"733",12,20,0.949684813753582,"C_999",16572,3040,17450,0.155007138486641
"734",13,20,0.95208203853325,"C_999",15319,3522,16090,0.186932753038586
"735",14,20,0.951325178389399,"C_999",14932,3554,15696,0.192253597316888
"736",15,20,1,"C_999",11888,2704,11812,0.18530701754386
"737",16,20,0.949409208203178,"C_999",13981,3210,14726,0.186725612238962
"738",17,20,0.928482516691185,"C_999",16410,4289,17674,0.207208077684912
"739",18,20,0.852036825320416,"C_999",14160,4345,16619,0.234801405025669
"740",19,20,0.926714490674319,"C_999",16148,5569,17425,0.256435050881798
"741",20,20,0.959595382329409,"C_999",16791,4632,17498,0.216216216216216
"742",21,20,0.97992700729927,"C_999",14499,8603,14796,0.372392000692581
"743",22,20,0.85047680770299,"C_999",9186,7678,10801,0.455289373814042
"744",23,20,0.650618672665917,"C_999",2892,7220,4445,0.714003164556962
"745",24,20,0.594199178644764,"C_999",4630,3312,7792,0.417023419793503
"746",25,20,0.591972420586063,"C_999",4808,4671,8122,0.492773499314274
"747",26,20,0.528488269536073,"C_999",2996,4865,5669,0.618878005342832
"748",27,20,0.504498849131617,"C_999",2411,2389,4779,0.497708333333333
"749",28,20,0.590887442451183,"C_999",3722,3103,6299,0.454652014652015
"750",29,20,0.550445103857567,"C_999",4452,3865,8088,0.464710833233137
"751",30,20,0.654760125541773,"C_999",4381,4104,6691,0.48367707719505
"752",31,20,0.555970994788126,"C_999",4907,4406,8826,0.473102115322667
"753",32,20,0.676088720584258,"C_999",4999,3054,7394,0.379237551223147
"754",33,20,0.674293405114401,"C_999",5511,4711,8173,0.460868714537273
"755",34,20,0.58339381622877,"C_999",4019,4305,6889,0.51717924074964
"756",35,20,0.428192898781134,"C_999",1616,3616,3774,0.691131498470948
"757",0,21,NA,"C_999",13476,1755,NA,0.115225526885956
"758",1,21,0.977646247557752,"C_999",17013,2674,17402,0.135825671763092
"759",2,21,0.9760103626943,"C_999",18837,3643,19300,0.162055160142349
"760",3,21,0.851576640945032,"C_999",17878,3487,20994,0.163210858881348
"761",4,21,0.97165991902834,"C_999",23280,2778,23959,0.10660833525213
"762",5,21,0.967932957024622,"C_999",27951,4487,28877,0.138325420802762
"763",6,21,0.918371660466689,"C_999",21725,4709,23656,0.178141787092381
"764",7,21,1,"C_999",4948,2149,4028,0.302804001690855
"765",8,21,1,"C_999",5447,805,5396,0.128758797184901
"766",9,21,0.98454588682834,"C_999",8282,1208,8412,0.127291886195996
"767",10,21,0.922079116835327,"C_999",10023,1910,10870,0.160060336880918
"768",11,21,0.950173913043478,"C_999",10927,2680,11500,0.196957448372161
"769",12,21,0.941752943965858,"C_999",11916,2187,12653,0.155073388640715
"770",13,21,0.959236053446063,"C_999",12707,3325,13247,0.207397704590818
